index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	ixaM		ixaM	ixam{sarvanAma;napuM;1;eka}/ixam{sarvanAma;napuM;2;eka}	ixam-sarvanAma{napuM;2;eka}	viSeRaNam,10	yaha					
2	paviwraM		paviwraM	paviwra{puM;2;eka}/paviwra{napuM;1;eka}/paviwra{napuM;2;eka}	paviwra{napuM;2;eka}	viSeRaNam,10	paviwra_ko					
3	pApaGnaM		pApaGnaM	pApaGna{puM;2;eka}/pApaGna{napuM;1;eka}/pApaGna{napuM;2;eka}	pApaGna{puM;2;eka}/pApaGnanapuM;1;eka}/pApaGnanapuM;2;eka}	viSeRaNam,10	pApaGna_ko		<pApa-GnaM>U			
4	puNyaM		puNyaM	puNya{napuM;1;eka}/puNya{napuM;2;eka}	puNya{napuM;1;eka}/puNyanapuM;2;eka}	viSeRaNam,10	puNya					
5	vexEH		vexESca	vexa{puM;3;bahu}	vexa{puM;3;bahu}	karaNam,7	vexoM_se					
6	ca			ca{avya}	ca{avya}	sambanXaH,7	Ora					
7	sammiwam		sammiwam	sammiwa{puM;2;eka(mA1;kwa;mA;:axAxiH)}/sammiwa{napuM;1;eka(mA1;kwa;mA;:axAxiH)}/sammiwa{napuM;2;eka(mA1;kwa;mA;:axAxiH)}/sammiwa{puM;2;eka(mi1;kwa;dumiF;:svAxiH)}/sammiwa{napuM;1;eka(mi1;kwa;dumiF;:svAxiH)}/sammiwa{napuM;2;eka(mi1;kwa;dumiF;:svAxiH)}	sammiwa{napuM;2;eka(mA1;kwa;mA;:axAxiH)}	karmasamAnAXikaraNam,10						
8	yaH		yaH	yax{sarvanAma;puM;1;eka}	yax{sarvanAma;puM;1;eka}	karwA,9	jo					
9	paTew		paTew	paT1{karwari;viXilif;pra;eka;parasmEpaxI;paTaz;:BvAxiH}	paT1{karwari;viXilif;pra;eka;parasmEpaxI;paTaz;:BvAxiH}	aBihiwa_karwA,8;sakarmaka	paDe					
10	rAma-cariwaM		rAmacariwaM	rAma-cariwa{puM;2;eka(rAma-car1;kwa;caraz;:BvAxiH)}/rAma-cariwa{napuM;1;eka(car1;kwa;caraz;:BvAxiH)}/rAma-cariwa{napuM;2;eka(car1;kwa;caraz;:BvAxiH)}	rAma-cariwa{napuM;2;eka(car1;kwa;caraz;:BvAxiH)}	karma,9			<rAma-cariwaM>T6			
11	sarva-pApEH		sarvapApEH	sarva-pApa{puM;3;bahu}/pApa{napuM;3;bahu}	sarva-pApa{puM;3;bahu}	hewuH,12	saba-pApoM_se		<sarva-pApEH>K1			
12	pra-mucyawe		pramucyawe	pra-muc2{karmaNi;lat;pra;eka;AwmanepaxI;mucLz;:wuxAxiH}	pra-muc2{karmaNi;lat;pra;eka;AwmanepaxI;mucLz;:wuxAxiH}	aBihiwa_karwA,0;sakarmaka	CodaCoda/mukwa_huA_jAwA_hE					
