index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	paFca		paFca	paFcan{saMKyeyam;1;bahu}/paFcan{saMKyeyam;2;bahu}/pac3{karwari;lot;ma;eka;parasmEpaxI;paciz;:curAxiH}	paFcan{saMKyeyam;2;bahu}	viSeRaNam,2						
2	senAgragAn		senAgragAn	senAgragAn}	senAgragAn{puM;2;bahu}	karma,3			<sena-agragAn>T6			
3	hawvA		hawvA	han1{avya;kwvA;hanaz;:axAxiH}	han1{avya;kwvA;hanaz;:axAxiH}	pUrvakAlaH,12						
4	sapwa		sapwa	sapwan{saMKyeyam;1;bahu}/sapwan{saMKyeyam;2;bahu}	sapwan{saMKyeyam;2;bahu}	viSeRaNam,5	sAwa					
5	manwri-suwAn		manwrisuwAnapi	manwri-suwa{puM;2;bahu(manwri-Ru3;kwa;RuF;:svAxiH)}/manwri-suwa{puM;2;bahu(Su1;kwa;Su;:BvAxiH)}/manwri-suwa{puM;2;bahu(Ru2;kwa;Ru;:axAxiH)}/suwa{puM;2;bahu}	manwri-suwa{puM;2;bahu(manwri-Ru3;kwa;RuF;:svAxiH)}	samucciwaH,3			<manwri-suwAn>T6			
6	api			api{avya}	api{avya}	samuccaya_xyowakaH,3	BI					
7	SUram		SUramakRaM	SUra{puM;2;eka}	SUra{puM;2;eka}	viSeRaNam,8	SUra_ko					
8	akRaM			akRa{puM;2;eka}	akRa{puM;2;eka}	karma,10	Xure_ko					
9	ca		ca	ca{avya}	ca{avya}	sambanXaH,8	Ora					
10	niRpiRya		niRpiRya	piR1{avya;lyap;piRLz;:ruXAxiH}	nis_piR1{avya;lyap;piRLz;:ruXAxiH}	pUrvakAlaH,12			<nis-piRya>Tg			
11	grahaNaM		grahaNaM	grahaNa{napuM;1;eka(grah1;lyut;grahaz;:kryAxiH)}/grahaNa{napuM;2;eka(grah1;lyut;grahaz;:kryAxiH)}	grahaNa{napuM;2;eka(grah1;lyut;grahaz;:kryAxiH)}	karma,12						
12	samupAgamaw		samupAgamaw	sam_upa_Af_gam1{karwari;luf;pra;eka;parasmEpaxI;gamLz;:BvAxiH}	sam_upa_Af_gam1{karwari;luf;pra;eka;parasmEpaxI;gamLz;:BvAxiH}	aBihiwa_karwA,0;sakarmaka	sam_upa_Af_gam1_pp_skyA					
