index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	wena		wena	wax{sarvanAma;puM;3;eka}/wax{sarvanAma;napuM;3;eka}/wan1{karwari;lit;ma;bahu;parasmEpaxI;wanuz;:wanAxiH}	wax{sarvanAma;puM;3;eka}	karwA,4	usase					
2	mAyAvinA		mAyAvinA	mAyAvin{puM;3;eka}/mAyAvin{napuM;3;eka}	mAyAvin{puM;3;eka}	viSeRaNam,1	EnxrajAlika_se					
3	xUram		xUramapavAhya	xUra{puM;2;eka}/xUra{napuM;1;eka}/xUra{napuM;2;eka}	xUra{puM;2;eka}/xUranapuM;1;eka}/xUranapuM;2;eka}	gONakarma,4	xUra_ko					
4	apavAhya			vAh1{avya;lyap;vAhqz;:BvAxiH}	apa_vAh1{avya;lyap;vAhqz;:BvAxiH}	pUrvakAlaH,6						
5	nqpAwmajO		nqpAwmajO	nqpAwmajO}	nqpAwmajO{puM;1;xvi}	muKyakarma,4			<nqpa-AwmajO>T6			
6	jahAra		jahAra	hq1{karwari;lit;u;eka;parasmEpaxI;hqF;:BvAxiH}/hq1{karwari;lit;pra;eka;parasmEpaxI;hqF;:BvAxiH}/hq2{karwari;lit;u;eka;parasmEpaxI;hq;:juhowyAxiH}/hq2{karwari;lit;pra;eka;parasmEpaxI;hq;:juhowyAxiH}	hq1{karwari;lit;pra;eka;parasmEpaxI;hqF;:BvAxiH}	aBihiwa_karwA,0sa;sakarmaka	le_gayA					
7	BAryAM		BAryAM	BAryA{swrI;2;eka}	BAryA{swrI;2;eka}	karma,6	pawnI_ko					
8	rAmasya		rAmasya	rAma{puM;6;eka}	rAma{puM;6;eka}	RaRTIsambanXaH,7	rAma_kA					
9	gqXraM		gqXraM	gqXra{puM;2;eka}/gqXra{napuM;1;eka}/gqXra{napuM;2;eka}	gqXra{puM;2;eka}	karma,10	loBI_ko					
10	hawvA		hawvA	han1{avya;kwvA;hanaz;:axAxiH}	han1{avya;kwvA;hanaz;:axAxiH}	pUrvakAlaH,6						
11	jatAyuRam		jatAyuRam	jatAyus{puM;2;eka}	jatAyus{puM;2;eka}	viSeRaNam,9	jatAyus_ko					
