index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	xarSayAmAsa		xarSayAmAsa	xqS1{Nijanwa;karwari;lit;ma;bahu;parasmEpaxI;xqSizr;:BvAxiH}/xqS1{Nijanwa;karwari;lit;ma;bahu;AwmanepaxI;xqSizr;:BvAxiH}/xqS1{Nijanwa;karwari;lit;pra;eka;parasmEpaxI;xqSizr;:BvAxiH}/xqS1{Nijanwa;karwari;lit;pra;eka;AwmanepaxI;xqSizr;:BvAxiH}/xqS1{Nijanwa;karwari;lit;u;eka;parasmEpaxI;xqSizr;:BvAxiH}/xqS1{Nijanwa;karwari;lit;u;eka;AwmanepaxI;xqSizr;:BvAxiH}/xqS1{karwari;Nijanwa;lit;pra;eka;parasmEpaxI;xqS;:BvaxiH}	xqS1{Nijanwa;karwari;lit;pra;eka;parasmEpaxI;xqSizr;:BvAxiH}	aBihiwa_karwA,4;sakarmaka						
2	ca		cAwmAnaM	ca{avya}	ca{avya}	sambanXaH,1	Ora					
3	AwmAnaM			Awman{puM;2;eka}	Awman{puM;2;eka}	karma,1	AwmA_ko					
4	samuxraH		samuxraH	samuxra{puM;1;eka}	samuxra{puM;1;eka}	karwA,1	samuxra					
5	sariwAM		sariwAM	sariw{swrI;6;bahu}	sariw{swrI;6;bahu}	RaRTIsambanXaH,6	naxiyoM_kA					
6	pawiH		pawiH	pawi{puM;1;eka}	pawi{puM;1;eka}	viSeRaNam,4	pawi					
7	samuxra-vacanAw		samuxravacanAwaccEva	samuxra-vacana{napuM;5;eka}	samuxra-vacana{napuM;5;eka}	hewuH,12	samuxra-vacana_se		<samuxra-vacanAw>T6			
8	ca			ca{avya}	ca{avya}	sambanXaH,7	Ora					
9	eva			eva{avya}	eva{avya}	sambanXaH,7	hI					
10	nalaM		nalaM	nala{puM;2;eka}	nala{puM;2;eka}	viSeRaNam,11	nala_ko					
11	sewum		sewumakArayaw	sewu{puM;2;eka}/Ri1{avya;wumun;RiF;:svAxiH}/Ri2{avya;wumun;RiF;:kryAxiH}	sewu{puM;2;eka}	karma,12	sewu_ko					
12	akArayaw			kq2{Nijanwa;karwari;laf;pra;eka;parasmEpaxI;kqF;:svAxiH}/kq3{Nijanwa;karwari;laf;pra;eka;parasmEpaxI;dukqF;:wanAxiH}/kQ1{Nijanwa;karwari;laf;pra;eka;parasmEpaxI;kQ;:wuxAxiH}/kQ2{Nijanwa;karwari;laf;pra;eka;parasmEpaxI;kQF;:kryAxiH}	kq2{Nijanwa;karwari;laf;pra;eka;parasmEpaxI;kqF;:svAxiH}	aBihiwa_karwA,0;sakarmaka						
