index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	biBexa		biBexa	Bix1{karwari;lit;pra;eka;parasmEpaxI;Bixizr;:ruXAxiH}/Bix1{karwari;lit;u;eka;parasmEpaxI;Bixizr;:ruXAxiH}	Bix1{karwari;lit;pra;eka;parasmEpaxI;Bixizr;:ruXAxiH}	aBihiwa_karwA,0;sakarmaka	cIrA					
2	ca		ca	ca{avya}	ca{avya}	sambanXaH,3	Ora					
3	punaH		punaH	punaH{avya}	punaH{avya}	kriyAviSeRaNam,1	Pira					
4	sAlAn		sAlAn	sAla{puM;2;bahu}	sAla{puM;2;bahu}	muKyakarma,1	sAloM_ko					
5	sapwa		sapwEkena	sapwan{saMKyeyam;1;bahu}/sapwan{saMKyeyam;2;bahu}	sapwan{saMKyeyam;2;bahu}	viSeRaNam,4	sAwa					
6	ekena			eka{saMKyeyam;puM;3;eka}/eka{saMKyeyam;napuM;3;eka}	eka{saMKyeyam;puM;3;eka}	viSeRaNam,7	eka_se					
7	mahA-iRuNA		maheRuNA	mahA-iRu{puM;3;eka}	mahA-iRu{puM;3;eka}	karaNam,1	gAya-bANa_se		<mahaw-iRuNA>K1			
8	giriM		giriM	giri{puM;2;eka}/giri{swrI;2;eka}	giri{puM;2;eka}	gONakarma,1	parvawa_ko					
9	rasAwalaM		rasAwalaM	rasAwala{napuM;1;eka}/rasAwala{napuM;2;eka}	rasAwala{napuM;2;eka}	samucciwaH,8	rasAwala					
10	ca		cEva	ca{avya}	ca{avya}	samuccaya_xyowakaH,8	Ora					
11	eva			eva{avya}	eva{avya}	sambanXaH,6	hI					
12	janayan		janayan	janayan}	janayan}	varwamAnasamAnakAlaH,1						
13	prawyayaM		prawyayaM	prawyaya{puM;2;eka}	prawyaya{puM;2;eka}	karma,12	prawyaya_ko					
14	waxA		waxA	waxA{avya}	waxA{avya}	aXikaraNam,12	waba					
