index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	wawaH		wawo	wawaH{avya}	wawaH{avya}	sambanXaH,6	vahAz_se					
2	vAnara-rAjena		vAnararAjena	vAnara-rA-ja{napuM;3;eka}/rAja{puM;3;eka}/rAja{napuM;3;eka}	rAja{puM;3;eka}	karwA,6	banxara-re_se		<vAnara-rAjena>T6			
3	vErAnu-kaWanaM		vErAnukaWanaM	vErAnu-kaWana{napuM;1;eka}/kaWana{napuM;2;eka}	vErAnu-kaWana{napuM;2;eka}	karma,6	vErAnu-kaWana		<vEra-anukaWanaM>T6			
4	prawi		prawi	prawi{avya}	prawi{avya}	sambanXaH,3	ora					
5	rAmAya		rAmAyAvexiwaM	rAma{puM;4;eka}	rAma{puM;4;eka}	sampraxAnam,6	rAma_ko					
6	A-vexiwaM			A-vexiwa{puM;2;eka(A-vix5;kwa;vixaz;:curAxiH)}/A-vexiwa{napuM;1;eka(vix5;kwa;vixaz;:curAxiH)}/A-vexiwa{napuM;2;eka(vix5;kwa;vixaz;:curAxiH)}	A-vexiwa{napuM;1;eka(vix5;kwa;vixaz;:curAxiH)}	aBihiwa_karma,2;sakarmaka						
7	sarvaM		sarvaM	sarva{sarvanAma;puM;2;eka}/sarva{sarvanAma;napuM;1;eka}/sarva{sarvanAma;napuM;2;eka}	sarva;sarvanAma{napuM;2;eka}	viSeRaNam,3	saba_ko					
8	praNayAw		praNayAw	praNaya{puM;5;eka}	praNaya{puM;5;eka}	apAxAnam,6	vivAha_karane_se					
9	xuHKiwena		xuHKiwena	xuHKiwa{puM;3;eka(xuHKa1;kwa;xuHKa;:curAxiH)}/xuHKiwa{napuM;3;eka(xuHKa1;kwa;xuHKa;:curAxiH)}	xuHKiwa{puM;3;eka(xuHKa1;kwa;xuHKa;:curAxiH)}	viSeRaNam,2						
10	ca		ca	ca{avya}	ca{avya}	sambanXaH,9	Ora					
11	prawi-jFAwaM		prawijFAwaM	prawi-jFAwa{puM;2;eka}/jFAwa{napuM;1;eka}/jFAwa{napuM;2;eka}/prawi-jFAwa{puM;2;eka(jFA1;kwa;jFA;:BvAxiH)}/prawi-jFAwa{napuM;1;eka(jFA1;kwa;jFA;:BvAxiH)}/prawi-jFAwa{napuM;2;eka(jFA1;kwa;jFA;:BvAxiH)}	prawi-jFAwa{napuM;1;eka}	aBihiwa_karma,13;sakarmaka	prawi-jFAwa_ko		<prawi-jFAwaM>Tp			
12	ca		ca	ca{avya}	ca{avya}	sambanXaH,11	Ora					
13	rAmeNa		rAmeNa	rAma{puM;3;eka}	rAma{puM;3;eka}	karwA,11	rAma_se					
14	waxA		waxA	waxA{avya}	waxA{avya}	aXikaraNam,11	waba					
15	vAli-vaXaM		vAlivaXaM	vAli-vaXa{puM;2;eka}/vaXa{napuM;1;eka}/vaXa{napuM;2;eka}	vAli-vaXa{puM;2;eka}	karma,11	vAli-vaXa_ko		<vAli-vaXaM>T6			
16	prawi		prawi	prawi{avya}	prawi{avya}	sambanXaH,15	ora					
