index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	na		na	na{avya}	na{avya}	prawiReXaH,4	nahIM					
2	puwra-maraNaM		puwramaraNaM	puwra-maraNa{napuM;1;eka}/maraNa{napuM;2;eka}	puwra-maraNa{napuM;2;eka}	karma,4	puwra-maraNa		<puwra-maraNaM>T6			
3	keciw		kecix	kiFciw{sarvanAma;puM;1;bahu}/kiFciw{sarvanAma;napuM;1;xvi}/kiFciw{sarvanAma;napuM;2;xvi}/kiFciw{sarvanAma;swrI;1;xvi}/kiFciw{sarvanAma;swrI;2;xvi}	kiFciw{sarvanAma;puM;1;bahu}	karwqrahiwakarwqsamAnAXikaraNam,5	koI					
4	xrakRyanwi		xrakRyanwi	xqS1{karwari;lqt;pra;bahu;parasmEpaxI;xqSizr;:BvAxiH}	xqS1{karwari;lqt;pra;bahu;parasmEpaxI;xqSizr;:BvAxiH}	aBihiwa_karwA,5;sakarmaka	xeKeMge					
5	puruRAH		puruRAH	puruRa{puM;1;bahu}/puruRa{puM;8;bahu}	puruRa{puM;1;bahu}	karwA,4	puruRa					
6	kvaciw		kvaciw	kvaciw{avya}	kvaciw{avya}	xeSAXikaraNam,2	kahIM					
7	nAryaH		nAryaScAviXavAH	nArI{swrI;1;bahu}/nArI{swrI;8;bahu}/nArya{puM;1;eka}	nArI{swrI;1;bahu}	karwA,11	nAriyAz					
8	ca			ca{avya}	ca{avya}	sambanXaH,11	Ora					
9	aviXavAH			aviXavA{swrI;1;bahu}/aviXavA{swrI;2;bahu}/aviXavA{swrI;8;bahu}	aviXavA{swrI;1;bahu}	viXeya-viSeRaNam,7	suhAganeM		<na-viXavAH>Tn			
10	niwyaM		niwyaM	niwya{puM;2;eka}/niwya{napuM;1;eka}/niwya{napuM;2;eka}	niwya{puM;2;eka}/niwyanapuM;1;eka}/niwyanapuM;2;eka}	kAlAXikaraNam,11	niwya_ko					
11	BaviRyanwi		BaviRyanwi	BU1{karwari;lqt;pra;bahu;parasmEpaxI;BU;:BvAxiH}/BaviRyaw{napuM;1;bahu}/BaviRyaw{napuM;2;bahu}/BaviRyaw{napuM;8;bahu}	BU1{karwari;lqt;pra;bahu;parasmEpaxI;BU;:BvAxiH}	aBihiwa_karwA,7;sakarmaka	hoMge					
12	pawivrawAH		pawivrawAH	pawivrawA{swrI;1;bahu}/pawivrawA{swrI;2;bahu}	pawivrawA{swrI;1;bahu}	viXeya-viSeRaNam,7	pawivrawA		<pawi-vrawAH>Bs6			
