index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	gawe		gawe	gawi{swrI;8;eka}/gawa{puM;7;eka(gam1;kwa;gamLz;:BvAxiH)}/gawa{napuM;1;xvi(gam1;kwa;gamLz;:BvAxiH)}/gawa{napuM;2;xvi(gam1;kwa;gamLz;:BvAxiH)}/gawa{napuM;7;eka(gam1;kwa;gamLz;:BvAxiH)}/gawA{swrI;1;xvi(gam1;kwa;gamLz;:BvAxiH)}/gawA{swrI;2;xvi(gam1;kwa;gamLz;:BvAxiH)}	gawa{puM;7;eka(gam1;kwa;gamLz;:BvAxiH)}	BAvalakRaNasapwamI_pUrvakAlaH,18	gawi					
2	wu		wu	wu{avya}	wu{avya}	sambanXaH,1	wo					
3	Barawe		Barawe	Bq1{karwari;lat;pra;eka;AwmanepaxI;BqF;:BvAxiH}/Baraw{puM;4;eka}/Baraw{napuM;4;eka}/Barawa{puM;7;eka}	Barawa{puM;7;eka}	karwA,1	pUrNa_karawA_hE					
4	SrImAn		SrImAn	SrImaw{puM;1;eka}/SrI{mawup;puM;1;eka}	SrImaw{puM;1;eka}	viSeRaNam,7	SrI_mAn					
5	sawya-sanXaH		sawyasanXo	sawya-sanXa{puM;1;eka}	sawya-sanXa{puM;1;eka}	viSeRaNam,7	sawya-mela		<sawya-sanXaH>Bs6			
6	jiwenxriyaH		jiwenxriyaH	jiwenxriya{puM;1;eka}	jiwenxriya{puM;1;eka}	viSeRaNam,7	jiwenxriya		<jiwa-inxriyaH>Bs3			
7	rAmaH		rAmaswu	rAma{puM;1;eka}/rA1{karwari;lat;u;bahu;parasmEpaxI;rA;:axAxiH}	rAma{puM;1;eka}	karwA,18	rAma					
8	wu			wu{avya}	wu{avya}	sambanXaH,10	wo					
9	punaH		punarAlakRya	punaH{avya}	punaH{avya}	vIpsA,10	Pira					
10	A-lakRya			A-lakRya{napuM;8;eka}	A-lakRya{napuM;8;eka}	pUrvakAlaH,18	A-lakRya		<A-lakRya>Tg			
11	nAgarasya		nAgarasya	nAgara{puM;6;eka}/nAgara{napuM;6;eka}	nAgara{napuM;6;eka}	viSeRaNam,12	nAgara_kA					
12	janasya		janasya	jana{puM;6;eka}	jana{puM;6;eka}	RaRTIsambanXaH,15	jana_ke					
13	ca		ca	ca{avya}	ca{avya}	sambanXaH,12	Ora					
14	wawra		wawrAgamanamekAgro	wawra{avya}	wawra{avya}	aXikaraNam,10	vahAz					
15	Agamanam			Agamana{napuM;1;eka(gam1;lyut;gamLz;:BvAxiH)}/Agamana{napuM;2;eka(gam1;lyut;gamLz;:BvAxiH)}	Agamana{napuM;2;eka(gam1;lyut;gamLz;:BvAxiH)}	karma,10						
16	ekAgraH			ekAgra{puM;1;eka}	ekAgra{puM;1;eka}	viSeRaNam,7	ekAgra		<eka-agraH>Bs6			
17	xaNdakAn		xaNdakAn	xaNda{ka;puM;2;bahu}/xaNdaka{puM;2;bahu(xaNda1;Nvul;xaNda;:curAxiH)}	xaNdaka{puM;2;bahu(xaNda1;Nvul;xaNda;:curAxiH)}	karma,18	xaNdoM_ko					
18	pra-viveSa		praviveSa	pra-viS1{karwari;lit;pra;eka;parasmEpaxI;viSaz;:wuxAxiH}/viS1{karwari;lit;u;eka;parasmEpaxI;viSaz;:wuxAxiH}	pra-viS1{karwari;lit;pra;eka;parasmEpaxI;viSaz;:wuxAxiH}	aBihiwa_karwA,7;sakarmaka	anxara_praveSa_kiyA		<pra-viveSa>Tg			
19	ha		ha	ha{avya}	ha{avya}	sambanXaH,18	ha					
