index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	wawaH		wawaH	wawaH{avya}	wawaH{avya}	viSeRaNam,2	vahAz_se					
2	SUrpaNaKA-vAkyAw		SUrpaNaKAvAkyAxuxyukwAn	SUrpaNaKA-vAkya{napuM;5;eka}/vAkya{puM;5;eka}	SUrpaNaKA-vAkya{napuM;5;eka}	apAxAnam,3	SUrpaNaKA-vAkya_se		<SUrpaNaKA-vAkyAw>T6			
3	uxyukwAn			uxyukwa{puM;2;bahu(vac1;kwa;vacaz;:axAxiH)}	uxyukwa{puM;2;bahu(vac1;kwa;vacaz;:axAxiH)}	viSeRaNam,4	uxyukwoM_ko					
4	sarva-rAkRasAn		sarvarAkRasAn	sarva-rAkRasa{puM;2;bahu}	sarva-rAkRasa{puM;2;bahu}	gONakarma,13	saba-rAkRasoM_ko		<sarva-rAkRasAn>K1			
5	KaraM		KaraM	Kara{puM;2;eka}	Kara{puM;2;eka}	viXeya-viSeRaNam,12	Kala_ko					
6	wri-SirasaM		wriSirasaM	wri-Siras{puM;2;eka}	wri-Siras{puM;2;eka}	samucciwaH,5	wIna-Siras_ko		<wri-SirasaM>Bs6			
7	ca		cEva	ca{avya}	ca{avya}	samuccayaxyowakaH,6	Ora					
8	eva			eva{avya}	eva{avya}	sambanXaH,6	hI					
9	xURaNaM		xURaNaM	xURaNa{puM;2;eka}/xURaNa{napuM;1;eka}/xURaNa{napuM;2;eka}	xURaNa{puM;2;eka}	viXeya-viSeRaNam,12	xURaNa_ko					
10	ca		cEva	ca{avya}	ca{avya}	sambanXaH,9	Ora					
11	eva			eva{avya}	eva{avya}	sambanXaH,9	hI					
12	rAkRasam		rAkRasam	rAkRasa{puM;2;eka}	rAkRasa{puM;2;eka}	muKyakarma,13	rAkRasa_ko					
13	nijaGAna		nijaGAna	ni_han1{karwari;lit;u;eka;parasmEpaxI;hanaz;:axAxiH}/ni_han1{karwari;lit;pra;eka;parasmEpaxI;hanaz;:axAxiH}	ni_han1karwari;lit;pra;eka;parasmEpaxI;hanaz;:axAxiH}	aBihiwa_karwA,15;sakarmaka	samUla_naRta_kiyA					
14	raNe		raNe	raNa{napuM;1;xvi}/raNa{napuM;2;xvi}/raNa{napuM;8;xvi}/raNa{puM;7;eka}/raNa{napuM;7;eka}	raNa{napuM;7;eka}	aXikaraNam,13	yuxXa					
15	rAmaH		rAmasweRAM	rAma{puM;1;eka}/rA1{karwari;lat;u;bahu;parasmEpaxI;rA;:axAxiH}	rAma{puM;1;eka}	karwA,13	rAma					
16	weRAM			wax{sarvanAma;puM;6;bahu}/wax{sarvanAma;napuM;6;bahu}	wax{sarvanAma;puM;6;bahu}	RaRTIsambanXaH,19	unakA					
17	ca		cEva	ca{avya}	ca{avya}	sambanXaH,16	Ora					
18	eva			eva{avya}	eva{avya}	sambanXaH,14	hI					
19	paxAnugAn		paxAnugAn	paxAnuga{puM;2;bahu}	paxAnuga{puM;2;bahu}	viSeRaNam,4	paxAnugoM_ko		<paxa-anugAnaw>U			
