index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	vasawaH		vasawaswasya	vas1{karwari;lat;pra;xvi;parasmEpaxI;vasaz;:BvAxiH}/vasaw{puM;2;bahu(vas1;Sawq_lat;vasaz;:BvAxiH)}/vasaw{puM;5;eka(vas1;Sawq_lat;vasaz;:BvAxiH)}/vasaw{puM;6;eka(vas1;Sawq_lat;vasaz;:BvAxiH)}/vasaw{napuM;5;eka(vas1;Sawq_lat;vasaz;:BvAxiH)}/vasaw{napuM;6;eka(vas1;Sawq_lat;vasaz;:BvAxiH)}	vasaw{puM;6;eka(vas1;Sawq_lat;vasaz;:BvAxiH)}	varwamAnasamAnakAlaH,8	rahawe_hEM					
2	wasya			wax{sarvanAma;puM;6;eka}	wax{sarvanAma;napuM;6;eka}/waxsarvanAma;puM;6;eka}	viSeRaNam,3	usakA					
3	rAmasya		rAmasya	rAma{puM;6;eka}	rAma{puM;6;eka}	RaRTIsambanXaH,1	rAma_kA					
4	vane		vane	vana{napuM;1;xvi}/vana{napuM;2;xvi}/vana{napuM;8;xvi}/vani{puM;8;eka}/vana{napuM;7;eka}	vana{napuM;7;eka}	aXikaraNam,1	vana					
5	vanacarEH		vanacarEH	vanacara{puM;3;bahu}/vanacara{napuM;3;bahu}	vanacara{puM;3;bahu}	sahArWaH,1	vanacaroM_se		<vana-carEH>U			
6	saha		saha	saha{avya}	saha{avya}	sahArWa_xyowakaH,5	sAWa					
7	qRayaH		qRayoZByAgamansarve	qRi{puM;1;bahu}/qRi{puM;8;bahu}	qRi{puM;1;bahu}/qRipuM;8;bahu}	karwA,8	qRi					
8	aByAgaman			aBi_Af_gam1{karwari;luf;pra;bahu;parasmEpaxI;gamLz;:BvAxiH}	aBi_Af_gam1{karwari;luf;pra;bahu;parasmEpaxI;gamLz;:BvAxiH}	aBihiwa_karwA,7;sakarmaka	aBi_Af_gam1_pp_skyA					
9	sarve			sarva{sarvanAma;puM;1;bahu}/sarva{sarvanAma;napuM;1;xvi}/sarva{sarvanAma;napuM;2;xvi}/sarvA{sarvanAma;swrI;1;xvi}/sarvA{sarvanAma;swrI;2;xvi}	sarva{sarvanAma;puM;1;bahu}	viSeRaNam,7	saba					
10	vaXAya		vaXAyAsurarakRasAm	vaXa{puM;4;eka}	vaXa{puM;4;eka}	prayojanam,8	vaXa_ko					
11	asura-rakRasAm			asura-rakRas{napuM;6;bahu}/rakRas{puM;6;bahu}	asura-rakRas{napuM;6;bahu}	viSeRaNam,15	rAkRasa-rAkRasoM_kA		<asura-rakRasAm>Di			
12	saH		sa	wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	karwA,14	vaha					
13	weRAM		weRAM	wax{sarvanAma;puM;6;bahu}/wax{sarvanAma;napuM;6;bahu}	wax{sarvanAma;puM;6;bahu}	viSeRaNam,15	unakA					
14	prawi-SuSrAva		prawiSuSrAva	prawi-Sru1{karwari;lit;u;eka;parasmEpaxI;Sru;:BvAxiH}/Sru1{karwari;lit;pra;eka;parasmEpaxI;Sru;:BvAxiH}	prawi-Sru1{karwari;lit;pra;eka;parasmEpaxI;Sru;:BvAxiH}	aBihiwa_karwA,12;sakarmaka	sunA					
15	rAkRasAnAM		rAkRasAnAM	rAkRasa{puM;6;bahu}	rAkRasa{puM;6;bahu}	RaRTIsambanXaH,10	rAkRasoM_ke					
16	waxA		waxA	waxA{avya}	waxA{avya}	kAlAXikaraNam,14	waba					
17	vane		vane	vana{napuM;1;xvi}/vana{napuM;2;xvi}/vana{napuM;8;xvi}/vani{puM;8;eka}/vana{napuM;7;eka}	vana{napuM;7;eka}	aXikaraNam,14	vana					
