index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	(saH)			wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	viSeRaNam,2	vaha					
2	(rAmaH)			rAma{puM;1;eka}/rA1{karwari;lat;u;bahu;parasmEpaxI;rA;:axAxiH}	rAma{puM;1;eka}	karwA,12	rAma					
3	mahA-uraskaH		mahorasko	mahA-uras{ka;puM;1;eka}	mahA-uras{ka;puM;1;eka}	viSeRaNam,6	gAya-uras		<mahA-uraskaH>Bs6			
4	mahA-iRvAsaH		maheRvAso	mahA-iRvAsa{puM;1;eka}	mahA-iRvAsa{puM;1;eka}	viSeRaNam,6	gAya-XanurXArI		<mahA-iRvAsaH>Bs6			
5	gUDa-jawruH		gUDajawrurarinxamaH	guh1{kwa;guhUz;:BvAxiH-jawru;puM;1;eka}	guh1{kwa;guhUz;:BvAxiH-jawru;puM;1;eka}	viSeRaNam,6	guh1-jawru		<gUDa-jawruH>Bs6			
6	arin-xamaH			arin-xama{puM;1;eka}	arin-xama{puM;1;eka}	samucciwaH,10	arin-xama		<ari-xamaH>U			
7	AjAnu-bAhuH		AjAnubAhuH	AjAnu-bAhu{puM;1;eka}	AjAnu-bAhu{puM;1;eka}	viSeRaNam,9	AjAnu-BujA		<A-jAnu>A1-bAhuH>Bs6			
8	su-SirAH		suSirAH	su-Sira{puM;1;bahu}/Sira{puM;8;bahu}/SirA{swrI;8;bahu}/SirA{swrI;1;bahu}/SirA{swrI;2;bahu}/Siras{puM;1;eka}	su-Siras{puM;1;eka}	viSeRaNam,9	su-Siras		<su-SirAH>Bsmg			
9	su-lalAtaH		sulalAtaH	su-lalAta{puM;1;eka}	su-lalAta{puM;1;eka}	samucciwaH,10	su-lalAta		<su-lalAtaH>Bsmg			
10	su-vikramaH		suvikramaH	su-vikrama{puM;1;eka(su-kram1;GaF;kramuz;:BvAxiH)}/vikrama{puM;1;eka}	su-vikrama{puM;1;eka}	viXeya_viSeRaNam,2	su-vikrama		<su-vikramaH>Bsmg			
11	(ca)			ca{avya}	ca{avya}	samuccaya_xyowakaH,10	Ora					
12	(aswi)			as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,2	hE					
