index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	sugrIvaH		sugrIvaScApi	sugrIva{puM;1;eka}	sugrIva{puM;1;eka}	karwA,6	sugrIva					
2	ca			ca{avya}	ca{avya}	sambanXaH,1	Ora					
3	api			api{avya}	api{avya}	sambanXaH,1	BI					
4	waw		wawsarvaM	waw{avya}/wax{sarvanAma;napuM;1;eka}/wax{sarvanAma;napuM;2;eka}	waxsarvanAma{napuM;2;eka}	karma,6						
5	sarvaM			sarva{sarvanAma;puM;2;eka}/sarva{sarvanAma;napuM;1;eka}/sarva{sarvanAma;napuM;2;eka}	sarvasarvanAma{napuM;2;eka}	viSeRaNam,4	saba_ko					
6	SruwvA		SruwvA	Sru1{avya;kwvA;Sru;:BvAxiH}	Sru1{avya;kwvA;Sru;:BvAxiH}	pUrvakAlaH,9						
7	rAmasya		rAmasya	rAma{puM;6;eka}	rAma{puM;6;eka}	RaRTIsambanXaH,4	rAma_kA					
8	vAnaraH		vAnaraH	vAnara{puM;1;eka}	vAnara{puM;1;eka}	viSeRaNam,1	banxara					
9	cakAra		cakAra	kq1{karwari;lit;u;eka;parasmEpaxI;kqF;:BvAxiH}/kq1{karwari;lit;pra;eka;parasmEpaxI;kqF;:BvAxiH}/kq2{karwari;lit;u;eka;parasmEpaxI;kqF;:svAxiH}/kq2{karwari;lit;pra;eka;parasmEpaxI;kqF;:svAxiH}/kq3{karwari;lit;u;eka;parasmEpaxI;dukqF;:wanAxiH}/kq3{karwari;lit;pra;eka;parasmEpaxI;dukqF;:wanAxiH}/kQ1{karwari;lit;u;eka;parasmEpaxI;kQ;:wuxAxiH}/kQ1{karwari;lit;pra;eka;parasmEpaxI;kQ;:wuxAxiH}/kQ2{karwari;lit;u;eka;parasmEpaxI;kQF;:kryAxiH}/kQ2{karwari;lit;pra;eka;parasmEpaxI;kQF;:kryAxiH}/ca-kAra{puM;8;eka}	kq1{karwari;lit;pra;eka;parasmEpaxI;kqF;:BvAxiH}	aBihiwa_karwA,1;sakarmaka	kiyA					
10	saKyaM		saKyaM	saKI{swrI;2;eka}/saKya{napuM;1;eka}/saKya{napuM;2;eka}	saKya{napuM;2;eka}	karma,9	saKI_ko					
11	rAmeNa		rAmeNa	rAma{puM;3;eka}	rAma{puM;3;eka}	sahArWaH,9	rAma_se					
12	prIwaH		prIwaScEvAgnisAkRikam	prI{avya;wasil}/prIwa{puM;1;eka(prI1;kwa;prIf;:xivAxiH)}/prIwa{puM;1;eka(prI2;kwa;prIF;:kryAxiH)}	prIwa{puM;1;eka(prI2;kwa;prIF;:kryAxiH)}	viSeRaNam,1						
13	ca			ca{avya}	ca{avya}	sambanXaH,12	Ora					
14	eva			eva{avya}	eva{avya}	sambanXaH,12	hI					
15	agni-sAkRikam			agni-sAkRin{ka;puM;2;eka}/sAkRin{ka;napuM;1;eka}/sAkRin{ka;napuM;2;eka}	sAkRinka{napuM;2;eka}	viSeRaNam,10	agni-sAkRI_ko		<agni-sAkRikam>Bs6			
