index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	svasya		svasya	sva{puM;6;eka}/sva{napuM;6;eka}/sva{sarvanAma;puM;6;eka}/sva{sarvanAma;napuM;6;eka}/as3{avya;lyap;asuz;:xivAxiH}/as1{avya;lyap;asaz;:BvAxiH}/as2{avya;lyap;asaz;:axAxiH}	sva{puM;6;eka}	viSeRaNam,2	apanA					
2	Xarmasya		Xarmasya	Xarma{puM;6;eka}	Xarma{puM;6;eka}	RaRTIsambanXaH,5	Xarma_kA					
3	svajanasya		svajanasya	svajana{puM;6;eka}	svajana{puM;6;eka}	samucciwaH,2	apanA_loga_ke		<sva-janasya>T6			
4	ca		ca	ca{avya}	ca{avya}	samuccayaxyowakaH,3	Ora					
5	rakRiwA		rakRiwA	rakR1{karwari;lut;pra;eka;parasmEpaxI;rakRaz;:BvAxiH}/rakR1{karmaNi;lut;pra;eka;AwmanepaxI;rakRaz;:BvAxiH}/rakRiwq{puM;1;eka(rakR1;wqc;rakRaz;:BvAxiH)}/rakRiwA{swrI;1;eka(rakR1;kwa;rakRaz;:BvAxiH)}	rakRiwq{puM;1;eka(rakR1;wqc;rakRaz;:BvAxiH)}	karwA,6	rakRA_karegA					
6	(aswi)			as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,5;sakarmaka	hE					
7	vexa-vexAfga-wawwvajFaH		vexavexAfgawawwvajFo	vexa-vexAfga-wawwvajFa{puM;1;eka}	vexa-vexAfga-wawwvajFa{puM;1;eka}	karwA,11	vexa-vexAMga-xArSanika		<<<vexa-<vexa-afga>T6>Di-wawwva>T6-jFaH>U			
8	Xanurvexe		Xanurvexe	Xanurvexa{puM;7;eka}	Xanurvexa{puM;7;eka}	samucciwaH,10	Xanurvexa_meM		<Xanus-rvexe>T6			
9	ca		ca	ca{avya}	ca{avya}	samuccayaxyowakaH,8	Ora					
10	niRTiwaH		niRTiwaH	niRTiwaH}	niRTiwaH{puM;7;eka}	viXeya_viSeRaNam,7						
11	(aswi)			as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,7;sakarmaka	hE					
