index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	AryaH		AryaH	Arya{puM;1;eka}/Arya{puM;1;eka(Q1;Nyaw;Q;:kryAxiH)}	Arya{puM;1;eka(Q1;Nyaw;Q;:kryAxiH)}	viSeRaNam,2	Arya					
2	sarva-samaH		sarvasamaScEva	sarva-sama{sarvanAma;puM;1;eka}/sama{puM;1;eka}	sarva-sama{puM;1;eka}	karwA,10	saba-samAna		<sarva-samaH>T3			
3	ca			ca{avya}	ca{avya}	sambanXaH,2	BI					
4	eva			eva{avya}	eva{avya}	sambanXaH,3	hI					
5	saxA		saxEva	saxA{avya}	saxA{avya}	kAlAXikaraNam,10	hameSA					
6	eva			eva{avya}	eva{avya}	sambanXaH,5	hI					
7	priya-xarSanaH		priyaxarSanaH	priya-xarSana{puM;1;eka}	priya-xarSana{puM;1;eka}	samucciwaH,8	priya-xarSana		<priya-xarSanaH>Bs6			
8	(saH)			wax{sarvanAma;puM;1;eka}	wax{sarvanAma;puM;1;eka}	viXeya_viSeRaNam,2	vaha					
9	(ca)			ca{avya}	ca{avya}	samuccaya_xyowakaH,8	Ora					
10	(aswi)			as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	as2{karwari;lat;pra;eka;parasmEpaxI;asaz;:axAxiH}	aBihiwa_karwA,2	hE					
