index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	sugrIvAya		sugrIvAya	sugrIva{puM;4;eka}/sugrIva{napuM;4;eka}	sugrIva{puM;4;eka}	sampraxAnam,5	sugrIva_ko					
2	ca		ca	ca{avya}	ca{avya}	sambanXaH,1	Ora					
3	waw		wawsarvaM	waw{avya}/wax{sarvanAma;napuM;1;eka}/wax{sarvanAma;napuM;2;eka}	waxsarvanAma{napuM;2;eka}	karma,5						
4	sarvaM			sarva{sarvanAma;puM;2;eka}/sarva{sarvanAma;napuM;1;eka}/sarva{sarvanAma;napuM;2;eka}	sarvasarvanAma{napuM;2;eka}	viSeRaNam,3	saba_ko					
5	SaMsaw		SaMsax	SaMsaw{napuM;1;eka(Sans1;Sawq_lat;Sansuz;:BvAxiH)}/SaMsaw{napuM;2;eka(Sans1;Sawq_lat;Sansuz;:BvAxiH)}	SaMsaw{napuM;1;eka(Sans1;Sawq_lat;Sansuz;:BvAxiH)}	aBihiwa_karwA,6;sakarmaka						
6	rAmaH		rAmo	rAma{puM;1;eka}/rA1{karwari;lat;u;bahu;parasmEpaxI;rA;:axAxiH}	rAma{puM;1;eka}	karwA,5	rAma					
7	mahA-valaH		mahAbalaH	mahA-vala{puM;1;eka}	mahA-vala{puM;1;eka}	viSeRaNam,6	gAya-vala		<mahaw-valaH>Bs6			
8	AxiwaH		AxiwaswaxyaWAvqwwaM	Axi{avya;wasil}/AxiwaH{avya}	Axi{avya;wasil}	apAxAnam_vIpsA,5						
9	yaWA-vqwwaM			yaWA-vqwwa{napuM;1;eka}/vqwwa{napuM;2;eka}/yaWA-vqwwa{puM;2;eka(vqw1;kwa;vqwuz;:BvAxiH)}/yaWA-vqwwa{napuM;1;eka(vqw1;kwa;vqwuz;:BvAxiH)}/yaWA-vqwwa{napuM;2;eka(vqw1;kwa;vqwuz;:BvAxiH)}/yaWA-vqwwa{puM;2;eka(vqw2;kwa;vqwuz;:xivAxiH)}/yaWA-vqwwa{napuM;1;eka(vqw2;kwa;vqwuz;:xivAxiH)}/yaWA-vqwwa{napuM;2;eka(vqw2;kwa;vqwuz;:xivAxiH)}	vqwwanapuM;2;eka}	viSeRaNam,3	yaWA-mud..़a_kara_AyA_huA					
10	sIwAyAH		sIwAyASca	sIwA{swrI;6;eka}/sIwA{swrI;5;eka}	sIwA{swrI;6;eka}	RaRTIsambanXaH,9	sIwA_ke					
11	ca			ca{avya}	ca{avya}	sambanXaH,10	Ora					
12	viSeRawaH		viSeRawaH	viSeRawaH{avya}/vi_SiR3{karwari;lat;pra;xvi;parasmEpaxI;SiRaz;:curAxiH}	viSeRawaH{avya}	kriyAviSeRaNam,10						
