index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	aswreNa		aswreNonmukwamAwmAnaM	aswra{napuM;3;eka}	aswra{napuM;3;eka}	karaNam,2	aswra_se					
2	unmukwam			unmukwam}	unmukwam{puM;2;eka}	karma,4						
3	AwmAnaM			Awman{puM;2;eka}	Awman{puM;2;eka}	viSeRaNam,2	AwmA_ko					
4	jFAwvA		jFAwvA	jFA2{avya;kwvA;jFA;:kryAxiH}/jFA1{avya;kwvA;jFA;:BvAxiH}	jFA2{avya;kwvA;jFA;:kryAxiH}	pUrvakAlaH,14						
5	pEwAmahAw		pEwAmahAxvarAw	pEwAmaha{napuM;5;eka}	pEwAmaha{napuM;5;eka}	viSeRaNam,6	pEwAmaha_se					
6	varAw			vara{puM;5;eka}/vara{napuM;5;eka}	vara{puM;5;eka}	hewuH,2	SreRTa_se					
7	marRayan		marRayan	marRayaw{puM;1;eka(mqR3;Sawq_lat;mqRaz;:curAxiH)}	marRayaw{puM;1;eka(mqR3;Sawq_lat;mqRaz;:curAxiH)}	varwamAnasamAnakAlaH,14	sahana_karawA_huA					
8	rAkRasAn		rAkRasAn	rAkRasa{puM;2;bahu}	rAkRasa{puM;2;bahu}	karma,7	rAkRasoM_ko					
9	vIraH		vIro	vIra{puM;1;eka}	vIra{puM;1;eka}	karwA,14	vIra					
10	yanwriNaH		yanwriNaswAn	yanwrin{puM;1;bahu}/yanwrin{puM;2;bahu}/yanwrin{puM;5;eka}/yanwrin{puM;6;eka}/yanwrin{napuM;5;eka}/yanwrin{napuM;6;eka}/yanwrin{puM;8;bahu}	yanwrin{puM;2;bahu}	viSeRaNam,8	jo_jIna_va_sAja_se_susajjiwa_ho					
11	wAn			wax{sarvanAma;puM;2;bahu}	wax{sarvanAma;puM;2;bahu}	viSeRaNam,8	unako					
12	yaxqcCayA		yaxqcCayA	yaxqcCA{swrI;3;eka}	yaxqcCA{swrI;3;eka}	hewuH,7	svecCA_se					
13	(rAvaNaM)			rAvaNa{puM;2;eka}	rAvaNa{puM;2;eka}	karma,14	rAvaNa_ko					
14	(prApwavAn)			prApwavaw{puM;1;eka(Ap1;kwavawu;ApLz;:svAxiH)}	prApwavaw{puM;1;eka(Ap1;kwavawu;ApLz;:svAxiH)}	aBihiwa_karwA,9;sakarmaka	prApwa_huA					
