index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	pOrEH		pOrEranugawo	pOra{puM;3;bahu}/pOra{napuM;3;bahu}	pOra{puM;3;bahu}	karwA,2	pOroM_se					
2	anugawaH			anuga{avya;wasil}/anugawa{puM;1;eka(gam1;kwa;gamLz;:BvAxiH)}	anugawa{puM;1;eka(gam1;kwa;gamLz;:BvAxiH)}	aBihiwa_karma,3;sakarmaka			<anu-gawaH>Tp			
3	xUraM		xUraM	xUra{puM;2;eka}/xUra{napuM;1;eka}/xUra{napuM;2;eka}	xUra{napuM;2;eka}	karma,2	xUra_ko					
4	piwrA		piwrA	piwq{puM;3;eka}	piwq{puM;3;eka}	viSeRaNam,5	piwA_se					
5	xaSaraWena		xaSaraWena	xaSaraWa{puM;3;eka}/xaSaraWa{napuM;3;eka}	xaSaraWa{puM;3;eka}	samucciwaH,1	xaSaraWa_se					
6	ca		ca	ca{avya}	ca{avya}	samuccaya_xyowakaH,5	Ora					
7	Sqfgavera-pure		Sqfgaverapure	Sqfgavera-pur{swrI;4;eka}/puri{swrI;8;eka}/pura{puM;7;eka}/pura{napuM;8;xvi}/pura{napuM;1;xvi}/pura{napuM;2;xvi}/pura{napuM;7;eka}/puri{puM;8;eka}/puri{napuM;8;eka}/puri{napuM;1;eka}/puri{napuM;2;eka}/purA{swrI;8;eka}/purA{swrI;8;xvi}/purA{swrI;1;xvi}/purA{swrI;2;xvi}	Sqfgavera-pura{napuM;7;eka}	aXikaraNam,12	Sqfgavera-nagara_ko		<Sqfgavera-pure>K1			
8	sUwaM		sUwaM	sUwa{puM;2;eka}/sUwa{puM;2;eka(RU3;kwa;RU;:wuxAxiH)}/sUwa{napuM;1;eka(RU3;kwa;RU;:wuxAxiH)}/sUwa{napuM;2;eka(RU3;kwa;RU;:wuxAxiH)}/sUwa{puM;2;eka(RU1;kwa;RUf;:axAxiH)}/sUwa{napuM;1;eka(RU1;kwa;RUf;:axAxiH)}/sUwa{napuM;2;eka(RU1;kwa;RUf;:axAxiH)}/sUwa{puM;2;eka(RU2;kwa;RUf;:xivAxiH)}/sUwa{napuM;1;eka(RU2;kwa;RUf;:xivAxiH)}/sUwa{napuM;2;eka(RU2;kwa;RUf;:xivAxiH)}	sUwa{puM;2;eka}	karma,10	sUwa_ko					
9	gafgA-kUle		gafgAkUle	gafgA-kUla{napuM;1;xvi}/kUla{napuM;2;xvi}/kUla{napuM;8;xvi}/kUla{napuM;7;eka}/kUla{puM;7;eka}/kUlA{swrI;8;eka}/kUlA{swrI;8;xvi}/kUlA{swrI;1;xvi}/kUlA{swrI;2;xvi}	gafgA-kUla{napuM;7;eka}	aXikaraNam,10	gafgA-kinAre		<gafgA-kUle>T6			
10	vyasarjayaw		vyasarjayaw	vi_sq2{karwari;laf;pra;eka;parasmEpaxI;sqj;:wuxAxiH}	vi_sq2{karwari;laf;pra;eka;parasmEpaxI;sqj;:wuxAxiH}	aBihiwa_karwA,17;sakarmaka	vi_sq2_pp_skyA					
11	guham		guhamAsAxya	guha{puM;2;eka}	guha{puM;2;eka}	karma,12	guha_ko					
12	AsAxya			Af_Rax1{avya;Nijanwa;lyap;RaxL;:BvAxiH}	Af_Rax1{avya;Nijanwa;lyap;RaxL;:BvAxiH}	pUrvakAlaH,10			<A-sAxya>Tg			
13	XarmAwmA		XarmAwmA	XarmAwman{puM;1;eka}	XarmAwman{puM;1;eka}	karwA,10	XarmAwmA		<Xarma-AwmA>Bs6			
14	niRAxAXi-pawiM		niRAxAXipawiM	niRAxAXi-pawi{puM;2;eka}	niRAxAXi-pawi{puM;2;eka}	viSeRaNam,11	niRAxAXi-pawi_ko		<niRAxa-aXipawiM>T6			
15	priyam		priyam	priya{puM;2;eka}/priya{napuM;1;eka}/priya{napuM;2;eka}	priya{puM;2;eka}	viSeRaNam,11	priya_ko					
