index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	hindi_meaning	English_meaning	samAsa	prayoga	sarvanAma	Name-classification
1	gqXraM		gqXraM	gqXra{puM;2;eka}/gqXra{napuM;1;eka}/gqXra{napuM;2;eka}	gqXra{puM;2;eka}	karma,4	loBI_ko					
2	ca		ca	ca{avya}	ca{avya}	sambanXaH,1	Ora					
3	nihawaM		nihawaM	ni_han1{karwari;lot;ma;xvi;parasmEpaxI;hanaz;:axAxiH}/nihawa{puM;2;eka(han1;kwa;hanaz;:axAxiH)}/nihawa{napuM;1;eka(han1;kwa;hanaz;:axAxiH)}/nihawa{napuM;2;eka(han1;kwa;hanaz;:axAxiH)}	nihawa{puM;2;eka(han1;kwa;hanaz;:axAxiH)}	viSeRaNam,1	samUla_naRta_karo					
4	xqRtvA		xqRtvA	xqS1{avya;kwvA;xqSizr;:BvAxiH}	xqS1{avya;kwvA;xqSizr;:BvAxiH}	pUrvakAlaH,11						
5	hqwAM		hqwAM	hqwA{swrI;2;eka(hq1;kwa;hqF;:BvAxiH)}/hqwA{swrI;2;eka(hq2;kwa;hq;:juhowyAxiH)}	hqwA{swrI;2;eka(hq1;kwa;hqF;:BvAxiH)}	karma,6						
6	SruwvA		SruwvA	Sru1{avya;kwvA;Sru;:BvAxiH}	Sru1{avya;kwvA;Sru;:BvAxiH}	pUrvakAlaH,11						
7	ca		ca	ca{avya}	ca{avya}	sambanXaH,6	Ora					
8	mEWilIm		mEWilIm	mEWilI{swrI;2;eka}	mEWilI{swrI;2;eka}	viSeRaNam,5	sIwA_ko					
9	rAGavaH		rAGavaH	rAGava{puM;1;eka}	rAGava{puM;1;eka}	karwA,11	raGuvaMSI					
10	Soka-saMwapwaH		SokasaMwapwo	Soka-sanwapwa{puM;1;eka}	Soka-sanwapwa{puM;1;eka}	viSeRaNam,9	Soka-garma		<Soka-saMwapwaH>T3			
11	vi-lalApa		vilalApAkulenxriyaH	vi-lap1{karwari;lit;pra;eka;parasmEpaxI;lapaz;:BvAxiH}/lap1{karwari;lit;u;eka;parasmEpaxI;lapaz;:BvAxiH}	vi-lap1{karwari;lit;pra;eka;parasmEpaxI;lapaz;:BvAxiH}	aBihiwa_karwA,9sa;sakarmaka	spaRta_bolA					
12	AkulenxriyaH			AkulenxriyaH}	AkulenxriyaH{puM;1;eka}	viSeRaNam,9			<Akula-inxriyaH>Bs6			
