index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	यद्यपि	1	यद्यप्येते	यद्यपि{अव्य}	यद्यपि{अव्य}	सम्बन्धः,4.1	सम्बन्धः,4.1	NA	यद्यपि	even_though	-	-
2.1	एते	3		एता{स्त्री;1;द्वि}/एता{स्त्री;2;द्वि}/एतद्{पुं;1;बहु}/एतद्{स्त्री;1;द्वि}/एतद्{स्त्री;2;द्वि}/एतद्{नपुं;1;द्वि}/एतद्{नपुं;2;द्वि}	एतद्{पुं}{1;बहु}	कर्ता,4.1	कर्ता,4.1	N1	ये_(लोग)	they	-	-
3.1	न	9	न	न{अव्य}	न{अव्य}	प्रतिषेधः,4.1	प्रतिषेधः,4.1	NA	नहीं	shall_not	-	-
4.1	पश्यन्ति	10	पश्यन्ति	पश्यत्{नपुं;1;बहु}/पश्यत्{नपुं;2;बहु}/दृश्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;दृशिँर्;भ्वादिः}	दृश्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;दृशिँर्;भ्वादिः}	अभिहित_कर्ता,2.1;सकर्मकः.1	अभिहित_कर्ता,2.1;सकर्मकः.1	KP	देखते	perceive	-	-
5.1	लोभ-	2	लोभोपहतचेतसः	लोभ	लोभ	तृतीया-तत्पुरुषः,5.2	तृतीया-तत्पुरुषः,5.2	CP	लोभ_से_भ्रष्टचित्त_हुए	with_their_mind_blinded_by_greed	<<लोभ-उपहत>T3-चेतसः>Bs6	-
5.2	उपहत-			उपहत	उपहत	बहुव्रीहिः,5.3	बहुव्रीहिः,5.3	CP				-
5.3	चेतसः			चेतस्{नपुं;5;एक}/चेतस्{नपुं}{6;एक}	चेतस्{पुं;1;बहु}	विशेषणम्,2.1	विशेषणम्,2.1	N1				-
6.1	कुल-	4	कुलक्षयकृतं	कुल	कुल	षष्ठी-तत्पुरुषः,6.2	षष्ठी-तत्पुरुषः,6.2	CP	कुल_के_नाश_से_उत्पन्न	in_destroying_their_own_race	<<कुल-क्षय>T6-कृतं>T3	-
6.2	क्षय-			क्षय	क्षय	तृतीया-तत्पुरुषः,6.3	तृतीया-तत्पुरुषः,6.3	CP				-
6.3	कृतम्			कृत्{पुं;2;एक}/कृत{पुं;2;एक}/कृत{नपुं;1;एक}/कृत{नपुं;2;एक}	कृत्{पुं;2;एक}	विशेषणम्,7.1	विशेषणम्,7.1	N2				-
7.1	दोषम्	5	दोषं	दोस्{पुं;2;एक}/दोष{पुं;2;एक}	दोष{पुं;2;एक}	समुच्चितः,10.1	समुच्चितः,10.1	N2	दोष_को	evil	-	-
8.1	मित्र-	7	मित्रद्रोहे	मित्र	मित्र	षष्ठी-तत्पुरुषः,8.2	षष्ठी-तत्पुरुषः,8.2	CP	मित्रों_से_विरोध_करने_में	treason_to_friends	<मित्र-द्रोहे>T6	-
8.2	द्रोहे			द्रोह{पुं;7;एक}	द्रोह{पुं;7;एक}	विषयाधिकरणम्,4.1	विषयाधिकरणम्,4.1	N7				-
9.1	च	6	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,10.1	समुच्चय_द्योतकः,10.1	NA	और	and	-	-
10.1	पातकम्	8	पातकम्	पातक{पुं;2;एक}/पातक{नपुं;1;एक}/पातक{नपुं;2;एक}	पत्1_णिच्{कृत्_प्रत्ययः:ण्वुल्;पत्लृ;भ्वादिः;पुं}{2;एक}	कर्म,4.1	कर्म,4.1	N2	पाप_को	sin	-	-
11.1	कथम्	19	कथं	कथम्{अव्य}	कथम्{अव्य}	क्रियाविशेषणम्,13.1	क्रियाविशेषणम्,13.1	NA	क्यों	why	-	-
12.1	न	20	न	न{अव्य}	न{अव्य}	प्रतिषेधः,13.1	प्रतिषेधः,13.1	NA	नहीं	should_not	-	-
13.1	ज्ञेयम्	21	ज्ञेयमस्माभिः	ज्ञेय{पुं;2;एक}/ज्ञेय{नपुं;1;एक}/ज्ञेय{नपुं;2;एक}	ज्ञा2{कृत्_प्रत्ययः:यत्;ज्ञा;क्र्यादिः;नपुं}{1;एक}			N1	विचार_करना_चाहिये	think_of	-	-
14.1	अस्माभिः	15		अस्मद्{3;बहु}	अस्मद्{3;बहु}	कर्ता,13.1	कर्ता,13.1	N3	हमको	by_us	-	-
15.1	पापात्	17	पापादस्मान्निवर्तितुम्	पाप{पुं;5;एक}/पाप{नपुं;5;एक}	पाप{नपुं}{5;एक}	अपादानम्,17.1	अपादानम्,17.1	N5	पाप_से	from_sins	-	-
16.1	अस्मात्	16		इदम्{पुं;5;एक}/इदम्{नपुं;5;एक}	इदम्{नपुं}{5;एक}	विशेषणम्,15.1	विशेषणम्,15.1	N5	इस	from_these	-	-
17.1	निवर्तितुम्	18		निवर्तितुम्	नि_वृत्1{कृत्_प्रत्ययः:तुमुन्;नि_वृतुँ;भ्वादिः}	तुमुन्कर्म,13.1	तुमुन्कर्म,13.1	NA	हटने_के_लिये	desisting_from_committing	-	-
18.1	कुल-	12	कुलक्षयकृतं	कुल	कुल	षष्ठी-तत्पुरुषः,18.2	षष्ठी-तत्पुरुषः,18.2	CP	कुल_के_नाश_से_उत्पन्न	accruing_from_the_destruction_of_one's_family	<<कुल-क्षय>T6-कृतं>T3	-
18.2	क्षय-			क्षय	क्षय	तृतीया-तत्पुरुषः,18.3	तृतीया-तत्पुरुषः,18.3	CP				-
18.3	कृतम्			कृत्{पुं;2;एक}/कृत{पुं;2;एक}/कृत{नपुं;1;एक}/कृत{नपुं;2;एक}	कृत्{पुं;2;एक}	विशेषणम्,19.1	विशेषणम्,19.1	N2				-
19.1	दोषम्	13	दोषं	दोस्{पुं;2;एक}/दोष{पुं;2;एक}	दोष{पुं;2;एक}	कर्म,13.1	कर्म,13.1	N2	दोष_को	foul_deed	-	-
20.1	प्रपश्यद्भिः	14	प्रपश्यद्भिर्जनार्दन	प्रपश्यत्{पुं;3;बहु}/प्रपश्यत्{नपुं;3;बहु}	प्रपश्यत्{पुं;3;बहु}	विशेषणम्,14.1	विशेषणम्,14.1	N3	जाननेवाले	by_those_who_can_see_clearly	-	-
21.1	जनार्दन	11		जनार्दन{पुं;8;एक}	जनार्दन{पुं;8;एक}	सम्बोध्यः,13.1	सम्बोध्यः,13.1	N8	हे_जनार्दन	O_Krsna	-	-
