index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
												
1.1	अमी	1	अमी	अदस्{पुं;1;बहु}	अदस्{पुं;1;बहु}	विशेषणम्,5.1	विशेषणम्,5.1	N1	वे	all_those	-	-
2.1	च	10	च	च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,6.1	समुच्चयद्योतकः,6.1	NA	और	also	-	-
3.1	त्वाम्	8	त्वां	युष्मद्{सर्व;अ;2;एक}	युष्मद्{सर्व;अ;2;एक}	अभेदः,19.1	अभेदः,19.1	N2	आपमें	you	-	-
4.1	धृतराष्ट्रस्य	4	धृतराष्ट्रस्य	धृतराष्ट्र{पुं;6;एक}	धृतराष्ट्र{पुं;6;एक}	षष्ठीसम्बन्धः,5.1	षष्ठीसम्बन्धः,5.1	N6	धृतराष्ट्र_के	of_Dhrtarastra	-	-
5.1	पुत्राः	5	पुत्राः	पुत्र{पुं;1;बहु}/पुत्र{पुं;8;बहु}	पुत्र{पुं;1;बहु}	समुच्चितः,6.1	समुच्चितः,6.1	N1	पुत्र	sons	-	-
6.1	सर्वे	2	सर्वे	सर्व{पुं;1;बहु}/सर्व{नपुं;1;द्वि}/सर्व{नपुं;2;द्वि}/सर्वा{स्त्री;1;द्वि}/सर्वा{स्त्री;2;द्वि}	सर्व{पुं;1;बहु}	कर्ता,22.1	कर्ता,22.1	N1	सभी	all	-	-
7.1	सह	7	सहैवावनिपालसङ्घैः	सह{अव्य}/सह{पुं;8;एक}	सह{अव्य}	सहार्थ_द्योतकः,9.3	सहार्थ_द्योतकः,9.3	NA	सहित	with	-	-
8.1	एव	3		एव{अव्य}	एव{अव्य}	सम्बन्धः,7.1	सम्बन्धः,7.1	NA	ही	certainly	-	-
9.1	अवनि-	6		अवनि	अवनि	उपपद-तत्पुरुषः,9.2	उपपद-तत्पुरुषः,9.2	CP	राजाओं_के_समुदाय	the_groups_of_warrior_kings	<<अवनि-पाल>T6-सङ्घैः>T6	-
9.2	पाल-	-	-	पाल	पाल	षष्ठी-तत्पुरुषः,9.3	षष्ठी-तत्पुरुषः,9.3	CP				-
9.3	सङ्घैः	-	-	सङ्घ{पुं;3;बहु}	सङ्घ{पुं;3;बहु}	सहार्थः,22.1	सहार्थः,22.1	N3				-
10.1	भीष्मः	11	भीष्मो	भीष्म{पुं;1;एक}	भीष्म{पुं;1;एक}	समुच्चितः,6.1	समुच्चितः,6.1	N1	भीष्मपितामह	Bhismadeva	-	-
11.1	द्रोणः	12	द्रोणः	द्रोण{पुं;1;एक}	द्रोण{पुं;1;एक}	समुच्चितः,6.1	समुच्चितः,6.1	N1	द्रोणाचार्य	Dronacarya	-	-
12.1	सूत-	15	सूतपुत्रस्तथासौ	सूत	सूत	षष्ठी-तत्पुरुषः,12.2	षष्ठी-तत्पुरुषः,12.2	CP	कर्ण	Karna	<सूत-पुत्रः>T6	-
12.2	पुत्रः	-	-	पुत्र{पुं;1;एक}	पुत्र{पुं;1;एक}	समुच्चितः,6.1	समुच्चितः,6.1	N1				-
13.1	तथा	13		तथा{अव्य}	तथा{अव्य}	सम्बन्धः,12.2	समुच्चय_द्योतकः,6.1#सम्बन्धः,12.2	NA	तथा	also	-	-
14.1	असौ	14		असु{पुं;7;एक}/असि{पुं;7;एक}/असि{स्त्री;7;एक}/अदस्{पुं;1;एक}/अदस्{स्त्री;1;एक}	अदस्{पुं;1;एक}	विशेषणम्,16.1	विशेषणम्,16.1	N1	वह	that	-	-
15.1	सह	19	सहास्मदीयैरपि	सह{अव्य}/सह{पुं}{8;एक}	सह{अव्य}	सहार्थ_द्योतकः,18.2	सहार्थ_द्योतकः,18.2	NA	सहित	with	-	-
16.1	अस्मदीयैः	16		अस्मदीय{नपुं;3;बहु}	अस्मदीय{नपुं;3;बहु}	विशेषणम्,18.2	विशेषणम्,18.2	N3	हमारे_पक्ष_के	our	-	-
17.1	अपि	17		अपि{अव्य}	अपि{अव्य}	सम्बन्धः,2.1	सम्बन्धः,2.1	NA	भी	also	-	-
18.1	योध-	18	योधमुख्यैः	योध	योध	कर्मधारयः,18.2	कर्मधारयः,18.2	CP	प्रधान_योद्धाओं_के	chief_among_the_warriors	<योध-मुख्यैः>T6	-
18.2	मुख्यैः	-	-	मुख्य{पुं;3;बहु}/मुख्य{नपुं;3;बहु}	मुख्य{पुं;3;बहु}	सहार्थः,22.1	सहार्थः,22.1	N3				-
19.1	वक्त्राणि	23	वक्त्राणि	वक्त्र{नपुं;1;बहु}/वक्त्र{नपुं;2;बहु}/वक्त्र{नपुं;8;बहु}	वक्त्र{नपुं;2;बहु}	कर्म,22.1	कर्म,22.1	N2	मुखों_में	mouths	-	-
20.1	ते	20	ते	तद्{पुं;1;बहु}/तद्{स्त्री;1;द्वि}/तद्{स्त्री;2;द्वि}/तद्{नपुं;1;द्वि}/तद्{नपुं;2;द्वि}/युष्मद्{सर्व;अ;4;एक}/युष्मद्{सर्व;अ;6;एक}	युष्मद्{सर्व;अ;6;एक}	षष्ठीसम्बन्धः,19.1	षष्ठीसम्बन्धः,19.1	N6	आपके	Your	-	-
21.1	त्वरमाणाः	24	त्वरमाणा	त्वर्1{कृत्_प्रत्ययः:क्त;ञित्वराँ;भ्वादिः(त्वरमाण;पुं;1;बहु)}	त्वर्1{कृत्_प्रत्ययः:क्त;ञित्वराँ;भ्वादिः(त्वरमाण;पुं;1;बहु)}	विधेय_विशेषणम्,6.1	विधेय_विशेषणम्,6.1	N1	बड़े_वेग_से_दौड़ते_हुए	fearful	-	-
22.1	विशन्ति	25	विशन्ति	विशत्{नपुं;1;बहु}/विशत्{नपुं;2;बहु}/विशत्{नपुं;8;बहु}/विश्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;विशँ;तुदादिः}	विश्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;विशँ;तुदादिः}	अभिहित_कर्ता,6.1	अभिहित_कर्ता,6.1	KP	प्रवेश_कर_रहे_हैं	entering	-	-
23.1	दंष्ट्रा-	21	दंष्ट्राकरालानि	दंष्ट्रा	दंष्ट्रा	तृतीया-तत्पुरुषः,23.2	तृतीया-तत्पुरुषः,23.2	CP	दाढ़ों_के_कारण_विकराल	terrible_teeth	<दंष्ट्रा-करालानि>T3	-
23.2	करालानि	-	-	कराल{नपुं;1;बहु}/कराल{नपुं;2;बहु}/कराल{नपुं;8;बहु}	कराल{नपुं;2;बहु}	विशेषणम्,19.1	विशेषणम्,19.1	N2				-
24.1	भयानकानि	22	भयानकानि	भयानक{नपुं;1;बहु}/भयानक{नपुं;2;बहु}/भयानक{नपुं;8;बहु}	भयानक{नपुं;2;बहु}	विशेषणम्,19.1	विशेषणम्,19.1	N2	भयानक	very_fearful	-	-
25.1	केचित्	26	केचिद्विलग्ना	केचित्{अव्य}/किञ्चित्{पुं;1;बहु}/किञ्चित्{स्त्री;1;द्वि}/किञ्चित्{स्त्री;2;द्वि}/किञ्चित्{नपुं;1;द्वि}/किञ्चित्{नपुं;2;द्वि}	किञ्चित्{पुं;1;बहु}	विशेषणम्,26.2	विशेषणम्,26.2	N1	कई_एक	some_of_them	-	-
26.1	वि-	31		वि	वि	प्रादि-तत्पुरुषः,26.2	प्रादि-तत्पुरुषः,26.2	CP	लगे_हुए	being_attacked	<वि-लग्नाः>Tp	-
26.2	लग्नाः	-	-	लग्न{पुं;1;बहु}/लग्न{पुं;8;बहु}/लग्ना{स्त्री;1;बहु}/लग्ना{स्त्री;2;बहु}/लग्ना{स्त्री;8;बहु}	लग्न{पुं;1;बहु}	कर्म,28.1	कर्म,28.1	N1				-
27.1	दशन-	30	दशनान्तरेषु	दशन	दशन	षष्ठी-तत्पुरुषः,27.2	षष्ठी-तत्पुरुषः,27.2	CP	दाँतों_के_बीच_में	between_the_teeth	<दशन-अन्तरेषु>T6	-
