index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
												
1.1	सखा	7	सखेति	सखि{पुं;1;एक}	सखि{पुं;1;एक}	विधेय_विशेषणम्,39.1	विधेय_विशेषणम्,39.1	N1	सखा_हैं	friend	-	-
2.1	इति	8		इति{अव्य}	इति{अव्य}	वाक्यकर्म_द्योतकः,27.1	वाक्यकर्म_द्योतकः,27.1	NA	ऐसा	thus	-	-
3.1	मत्वा	9	मत्वा	मन्1{अव्य;क्त्वा;मनँ;:दिवादिः}/मन्2{अव्य;क्त्वा;मनुँ;:तनादिः}	मन्1{अव्य;क्त्वा;मनँ;:दिवादिः}	पूर्वकालः,6.1	पूर्वकालः,6.1	NA	मानकर	thinking	-	-
4.1	प्रसभम्	23	प्रसभं	प्रसभ{नपुं;1;एक}/प्रसभ{नपुं;2;एक}	प्रसभ{नपुं;1;एक}	क्रियाविशेषणम्,6.1	क्रियाविशेषणम्,6.1	N1	हठात्	temporary	-	-
5.1	यत्	22	यदुक्तं	यत्{अव्य}/यद्{नपुं;1;एक}/यद्{नपुं;2;एक}/यत्{अव्य}	यद्{नपुं;1;एक}	मुख्यकर्म,6.1	मुख्यकर्म,6.1	N1	जो	whatever	-	-
6.1	उक्तम्	24		उक्त{पुं;2;एक}/उक्त{नपुं;1;एक}/उक्त{नपुं;2;एक}/वच्1{कृत्_प्रत्ययः:क्त;वचँ;अदादिः(उक्त;नपुं;1;एक)}	वच्1{कृत्_प्रत्ययः:क्त;वचँ;अदादिः(उक्त;नपुं;1;एक)}	अभिहित_कर्ता,18.1	अभिहित_कर्ता,18.1	N1	कहा_है	said	-	-
7.1	हे	15	हे	हे{अव्य}	हे{अव्य}	सम्बोधन_द्योतकः,8.1	सम्बोधन_द्योतकः,8.1	NA	हे	O	-	-
8.1	कृष्ण	16	कृष्ण	कृष्ण{पुं;8;एक}/कृष्ण{नपुं;8;एक}	कृष्ण{पुं;8;एक}	सम्बोध्यः,6.1	सम्बोध्यः,6.1	N8	कृष्ण	Krsna	-	-
9.1	हे	17	हे	हे{अव्य}	हे{अव्य}	सम्बोधन_द्योतकः,10.1	सम्बोधन_द्योतकः,10.1	NA	हे	O	-	-
10.1	यादव	18	यादव	यादव{पुं;8;एक}	यादव{पुं;8;एक}	सम्बोध्यः,6.1	सम्बोध्यः,6.1	N8	यादव	Yadava	-	-
11.1	हे	19	हे	हे{अव्य}	हे{अव्य}	सम्बोधन_द्योतकः,12.1	सम्बोधन_द्योतकः,12.1	NA	हे	O	-	-
12.1	सख	20	सखेति	सख{पुं;8;एक}	सख{पुं;8;एक}	सम्बोध्यः,6.1	सम्बोध्यः,6.1	N8	सखे	dear_friend	-	-
13.1	इति	21		इति{अव्य}	इति{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1	NA	इस_प्रकार	thus	-	-
14.1	अ-	4	अजानता	अ	न	नञ्-तत्पुरुषः,14.2	नञ्-तत्पुरुषः,14.2	CP	न_जानते_हुए	without_knowing	<न-जानता>Tn	-
14.2	जानता	-	-	जानत्{पुं;3;एक}/जानत्{नपुं;3;एक}/ज्ञा2{कृत्_प्रत्ययः:शतृ;ज्ञा;क्र्यादिः(जानत्;पुं;3;एक)}	ज्ञा2{कृत्_प्रत्ययः:शतृ;ज्ञा;क्र्यादिः(जानत्;पुं;3;एक)}	विशेषणम्,18.1	विशेषणम्,18.1	N3				-
15.1	महिमानम्	3	महिमानं	महिमन्{पुं;2;एक}	महिमन्{पुं;2;एक}	कर्म,14.2	कर्म,14.2	N2	प्रभाव_को	glories	-	-
16.1	तव	1	तवेदं	युष्मद्{सर्व;अ;6;एक}	युष्मद्{सर्व;अ;6;एक}	षष्ठीसम्बन्धः,15.1	षष्ठीसम्बन्धः,15.1	N6	आपके	Your	-	-
17.1	इदम्	2		इदम्{नपुं;1;एक}/इदम्{नपुं;2;एक}	इदम्{नपुं;2;एक}	विशेषणम्,15.1	विशेषणम्,4.1#विशेषणम्,15.1	N2	इस	this	-	-
18.1	मया	14	मया	अस्मद्{सर्व;अ;3;एक}	अस्मद्{सर्व;अ;3;एक}	कर्ता,6.1	कर्ता,6.1	N3	मैंने	by_me	-	-
19.1	प्रमादात्	12	प्रमादात्प्रणयेन	प्रमाद{पुं;5;एक}	प्रमाद{पुं;5;एक}	हेतु,6.1	हेतु,6.1	N5	प्रमाद_से	out_of_foolishness	-	-
20.1	प्रणयेन	10		प्रणय{पुं;3;एक}	प्रणय{पुं;3;एक}	हेतु,6.1	हेतु,6.1	N3	प्रेम_से	out_of_love	-	-
21.1	वा	11	वापि	वा{अव्य}	वा{अव्य}	सम्बन्धः,19.1	सम्बन्धः,19.1	NA	अथवा	or	-	-
22.1	अपि	13		अपि{अव्य}	अपि{अव्य}	सम्बन्धः,20.1	सम्बन्धः,20.1	NA	भी	also	-	-
23.1	यत्	27	यच्चावहासार्थमसत्कृतोऽसि	यत्{अव्य}/यद्{नपुं;1;एक}/यद्{नपुं;2;एक}/यत्{अव्य}	यद्{नपुं;2;एक}	विशेषणम्,26.3	विशेषणम्,26.3	N2	जो	whatever	-	-
24.1	च	25		च{अव्य}	च{अव्य}	सम्बन्धः,22.1	सम्बन्धः,22.1	NA	और	also	-	-
25.1	अवहासार्थम्	28		अवहासार्थ{नपुं;4;एक}	अवहासार्थ{नपुं;4;एक}	प्रयोजनम्,40.1	प्रयोजनम्,40.1	N4	विनोद_के_लिये	for_joking	-	-
26.1	अ-	35		अ	अ	नञ्-तत्पुरुषः,26.2	नञ्-तत्पुरुषः,26.2	CP	अपमानित_किये_गये	dishonor	<<न-सत्>Tn-कृतः>U	-
26.2	सत्-	-	-	सद्	सद्	उपपद-तत्पुरुषः,26.3	उपपद-तत्पुरुषः,26.3	CP				-
26.3	कृतः	-	-	कृत्{पुं;1;बहु}/कृत्{पुं;2;बहु}/कृत्{पुं;5;एक}/कृत्{पुं;6;एक}/कृत्{पुं;8;बहु}/कृत{पुं;1;एक}	कृत्{पुं;1;एक}	विधेय_विशेषणम्,41.1	विधेय_विशेषणम्,41.1	N1				-
27.1	असि	36		अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;असँ;अदादिः}	अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;असँ;अदादिः}	वाक्यकर्म,3.1	वाक्यकर्म,3.1	KP	हैं	have_been_done	-	-
28.1	विहार-	29	विहारशय्यासनभोजनेषु	विहार	विहार	इतरेतर-द्वन्द्वः,28.2	इतरेतर-द्वन्द्वः,28.2	CP	विहार_शय्या_आसान_और_भोजनादि_में	in_relaxation_sleep_resting_place_or_while_eating_together	<विहार-शय्या-आसन-भोजनेषु>Ds	-
28.2	शय्या-	-	-	शय्या	शय्या	इतरेतर-द्वन्द्वः,28.3	इतरेतर-द्वन्द्वः,28.3	CP				-
28.3	आसन-	-	-	आसन	आसन	इतरेतर-द्वन्द्वः,28.4	इतरेतर-द्वन्द्वः,28.4	CP				-
28.4	भोजनेषु	-	-	भोजन{पुं;7;बहु}/भोजन{नपुं;7;बहु}	भोजन{नपुं;7;बहु}	अधिकरणम्,40.1	अधिकरणम्,40.1	N7				-
29.1	एकः	31	एकोऽथवाप्यच्युत	एक{पुं;1;एक}	एक{पुं;1;एक}	विशेषणम्,41.1	विशेषणम्,41.1	N1	अकेले	alone	-	-
30.1	अथवा	32		अथवा{अव्य}	अथवा{अव्य}	सम्बन्धः,29.1	सम्बन्धः,29.1	NA	अथवा	or	-	-
31.1	अपि	34		अपि{अव्य}	अपि{अव्य}	सम्बन्धः,30.1	सम्बन्धः,30.1	NA	भी	others	-	-
32.1	अ-	26		अ	अ	बहुव्रीहिः ,32.2	बहुव्रीहिः ,32.2	CP	हे_अच्युत	O_infallible_one	<न-च्युत>Bsmn	-
32.2	च्युत	-	-	च्युत{पुं;8;एक}	च्युत{पुं;8;एक}	सम्बोध्यः,6.1	सम्बोध्यः,6.1	N8				-
33.1	तत्-	33	तत्समक्षं	तद्	तद्	सम्बन्धः,33.2	सम्बन्धः,33.2	CP	उन_सखाओं_के_सामने	as_Your_competitor	-	-
33.2	समक्षम्	-	-	समक्ष{पुं;2;एक}/समक्ष{नपुं;1;एक}/समक्ष{नपुं;2;एक}	समक्ष{नपुं;1;एक}	क्रियाविशेषणम्,40.1	क्रियाविशेषणम्,40.1	N1				-
34.1	तत्	37	तत्क्षामये	तद्{नपुं;1;एक}/तद्{नपुं;2;एक}	तद्{नपुं;2;एक}	गौणकर्म,35.1	गौणकर्म,35.1	N2	वह	all_those	-	-
35.1	क्षामये	41		क्षामय{पुं;7;एक}/क्षामय{नपुं;1;द्वि}/क्षामय{नपुं;2;द्वि}/क्षामय{नपुं;7;एक}/क्षामय{नपुं;8;द्वि}	क्षम्1_णिच्{कर्तरि;लट्;उ;एक;आत्मनेपदी;क्षमूँष्_णिच्;भ्वादिः}	अभिहित_कर्ता,37.1	अभिहित_कर्ता,37.1	KP	क्षमा_करवाता_हूँ	excuse	-	-
36.1	त्वाम्	40	त्वामहमप्रमेयम्	युष्मद्{सर्व;अ;2;एक}	युष्मद्{सर्व;अ;2;एक}	मुख्यकर्म,35.1	मुख्यकर्म,35.1	N2	आपसे	from_you	-	-
37.1	अहम्	38		अस्मद्{सर्व;अ;1;एक}	अस्मद्{सर्व;अ;1;एक}	कर्ता,35.1	कर्ता,35.1	N1	मैं	I	-	-
