index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	अत्र	1	अत्र	अत्र{अव्य}	अत्र{अव्य}	विशेषणम्,5.1	विशेषणम्,5.1	NA	यहाँ	here	-	-
2.1	शूराः	4	शूरा	शूर{पुं;1;बहु}/शूरा{स्त्री;1;बहु}/शूरा{स्त्री;2;बहु}	शूर{पुं;1;बहु}	विशेषणम्,32.1	विशेषणम्,32.1	N1	शूर-वीर	heroes	-	-
3.1	महा-	6	महेष्वासा	महत्	महत्	बहुव्रीहिः,3.2	बहुव्रीहिः,3.2	CP	बड़े-बड़े_धनुषोंवाले	mighty_bowmen	<महत्-इष्वासा>Bs6	-
3.2	इष्वासाः			इष्वास{पुं;1;बहु}	इष्वास{पुं;1;बहु}	विशेषणम्,32.1	विशेषणम्,32.1	N1				-
4.1	भीम-	3	भीमार्जुनसमा	भीम	भीम	द्वन्द्वः,4.2	द्वन्द्वः,4.2	CP	भीम_और_अर्जुन_के_समान	Bhima_and_Arjuna_equal	<<भीम-अर्जुन>Di-समाः>T3	-
4.2	अर्जुन-			अर्जुन	अर्जुन	बहुव्रीहिः,4.3	बहुव्रीहिः,4.3	CP				-
4.3	समाः			सम{पुं;1;बहु}/समा{स्त्री;1;बहु}/समा{स्त्री;2;बहु}/समा{स्त्री;1;बहु}/समा{स्त्री;2;बहु}	सम{पुं;1;बहु}	विशेषणम्,32.1	विशेषणम्,32.1	N1				-
5.1	युधि	2	युधि	युध्{स्त्री;7;एक}	युध्{स्त्री;7;एक}	अधिकरणम्,35.1	अधिकरणम्,35.1	N7	युद्ध_में	in_military_prowess	-	-
6.1	युयुधानः	7	युयुधानो	युयुधान{पुं;1;एक}	युयुधान{पुं;1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	N1	सात्यकि	Yuyudhana	-	-
7.1	विराटः	8	विराटश्च	विराट{पुं;1;एक}	विराट{पुं;1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	N1	विराट	Virata	-	-
8.1	च	5		च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,3.2	समुच्चय_द्योतकः,3.2	NA	और	also	-	-
9.1	द्रुपदः	11	द्रुपदश्च	द्रुपद{पुं;1;एक}	द्रुपद{पुं;1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	N1	राजा_द्रुपद	Drupada	-	-
10.1	च	9		च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,32.1	समुच्चय_द्योतकः,32.1	NA	तथा	also	-	-
11.1	महान्-	10	महारथः	महान्	महान्	बहुव्रीहिः,11.2	बहुव्रीहिः,11.2	CP	महारथी	great_warrior_chief	<महत्-रथः>Bs6	-
11.2	रथः			रथ{पुं;1;एक}	रथ{पुं;1;एक}	विशेषणम्,9.1	विशेषणम्,9.1	N1				-
12.1	धृष्टकेतुः	12	धृष्टकेतुश्चेकितानः	धृष्टकेतु{पुं;1;एक}	धृष्टकेतु{पुं;1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	N1	धृष्टकेतु	Dhrstaketu	-	-
13.1	चेकितानः	13		चेकितान{पुं;1;एक}	चेकितान{पुं;1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	N1	चेकितान	Cekitana	-	-
14.1	काशिराजः	16	काशिराजश्च	काशिराज{पुं;1;एक}	काशिराज{पुं;1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	N1	काशिराज	Kasiraja	-	-
15.1	च	14		च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,32.1	समुच्चय_द्योतकः,32.1	NA	और	and	-	-
16.1	वीर्यवान्	15	वीर्यवान्	वीर्यवत्{पुं;1;एक}/वीर्यवत्{पुं;1;एक}	वीर्यवत्{पुं;1;एक}	विशेषणम्,14.1	विशेषणम्,14.1	N1	बलवान्	valiant	-	-
17.1	पुरुजित्	17	पुरुजित्कुन्तिभोजश्च	पुरुजित्{पुं;1;एक}	पुरुजित्{पुं;1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	N1	पुरुजित्	Purujit	-	-
18.1	कुन्तिभोजः	19		कुन्तिभोज{पुं;1;एक}	कुन्तिभोज{पुं;1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	N1	कुन्तिभोज	Kuntibhoja	-	-
19.1	च	18		च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,32.1	समुच्चय_द्योतकः,32.1	NA	और	and	-	-
20.1	शैब्यः	22	शैब्यश्च	शैब्य{पुं;1;एक}	शैब्य{पुं}{1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	N1	शैब्य	Saibya	-	-
21.1	च	20		च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,32.1	समुच्चय_द्योतकः,32.1	NA	तथा	also	-	-
22.1	नर-	21	नरपुङ्गवः	नर	नर	सप्तमी-तत्पुरुषः,22.2	सप्तमी-तत्पुरुषः,22.2	CP	मनुष्यों_में_श्रेष्ठ	the_best_of_men	<नर-पुङ्गवः>T7	-
22.2	पुङ्गवः			पुङ्गव{पुं;1;एक}	पुङ्गव{पुं;1;एक}	विशेषणम्,20.1	विशेषणम्,20.1	N1				-
23.1	युधामन्युः	25	युधामन्युश्च	युधामन्यु{पुं;1;एक}	युधामन्यु{पुं;1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	N1	युधामन्यु	Yudhamanyu	-	-
24.1	च	23		च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,32.1	समुच्चय_द्योतकः,32.1	NA	और	and	-	-
25.1	विक्रान्तः	24	विक्रान्त	विक्रान्त{पुं;1;एक}	विक्रान्त{पुं;1;एक}	विशेषणम्,23.1	विशेषणम्,23.1	N1	पराक्रमी	mighty	-	-
26.1	उत्तमौजाः	28	उत्तमौजाश्च	उत्तमौजस्{पुं;1;एक}	उत्तमौजस्{पुं;1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	N1	उत्तमौजा	Uttamauja	-	-
27.1	च	26		च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,32.1	समुच्चय_द्योतकः,32.1	NA	तथा	and	-	-
28.1	वीर्यवान्	27	वीर्यवान्	वीर्यवत्{पुं;1;एक}/वीर्यवत्{पुं;1;एक}	वीर्यवत्{पुं;1;एक}	विशेषणम्,26.1	विशेषणम्,26.1	N1	बलवान्	valiant	-	-
29.1	सौभद्रः	29	सौभद्रो	सौभद्र{पुं;1;एक}	सौभद्र{पुं;1;एक}	समुच्चितः,32.1	समुच्चितः,32.1	N1	सुभद्रापुत्र_अभिमन्यु	the_son_of_Subhadra	-	-
30.1	द्रौपदेयाः	31	द्रौपदेयाश्च	द्रौपदेय{पुं;1;बहु}	द्रौपदेय{पुं;1;बहु}	समुच्चितः,32.1	समुच्चितः,32.1	N1	द्रौपदी_के_पाँचों_पुत्र	the_sons_of_Draupadi	-	-
31.1	च	30		च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,32.1	समुच्चय_द्योतकः,32.1	NA	एवं	and	-	-
