index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	तत्र	6	तत्रापश्यत्स्थितान्पार्थः	तत्र{अव्य}	तत्र{अव्य}	विशेषणम्,19.1	विशेषणम्,19.1	NA	उन	there	-	-
2.1	अपश्यत्	4		दृश्1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;दृशिँर्;भ्वादिः}	दृश्1{कर्तरि;लङ्;प्र;एक;परस्मैपदी;दृशिँर्;भ्वादिः}	अभिहित_कर्ता,4.1;सकर्मकः.1	अभिहित_कर्ता,4.1;सकर्मकः.1	KP	देखा	saw	-	-
3.1	स्थितान्	1		स्थित{पुं;2;बहु}	स्था1{कृत्_प्रत्ययः:क्त;ष्ठा;भ्वादिः;पुं;2;बहु}	विशेषणम्,16.1	विशेषणम्,16.1	N2	स्थित	stationed	-	-
4.1	पार्थः	20		पार्थ{पुं;1;एक}	पार्थ{पुं;1;एक}	कर्ता,2.1	कर्ता,2.1	N1	पृथापुत्र_अर्जुन_ने	Arjuna	-	-
5.1	पितॄन्	18	पितॄनथ	पितृ{पुं;2;बहु}	पितृ{पुं;2;बहु}	समुच्चितः,16.1	समुच्चितः,16.1	N2	ताऊ-चाचों_को	uncles_grand-uncles	-	-
6.1	अथ	19		अथ{अव्य}	अथ{अव्य}	सम्बन्धः,5.1	सम्बन्धः,5.1	NA	इसके_बाद	now	-	-
7.1	पितामहान्	3	पितामहान्	पितामह{पुं;2;बहु}	पितामह{पुं;2;बहु}	समुच्चितः,16.1	समुच्चितः,16.1	N2	दादों-परदादों_को	great_grand-uncles_grandfathers	-	-
8.1	आचार्यान्	5	आचार्यान्मातुलान्भ्रातॄन्पुत्रान्पौत्रान्सखींस्तथा	आचार्य{पुं;2;बहु}	आचार्य{पुं;2;बहु}	समुच्चितः,16.1	समुच्चितः,16.1	N2	गुरुओं_को	teachers	-	-
9.1	मातुलान्	7		मातुल{पुं;2;बहु}	मातुल{पुं;2;बहु}	समुच्चितः,16.1	समुच्चितः,16.1	N2	मामाओं_को	maternal_uncles	-	-
10.1	भ्रातॄन्	8		भ्रातृ{पुं;2;बहु}	भ्रातृ{पुं;2;बहु}	समुच्चितः,16.1	समुच्चितः,16.1	N2	भाइयों_को	brothers_and_cousins	-	-
11.1	पुत्रान्	9		पुत्र{पुं;2;बहु}	पुत्र{पुं;2;बहु}	समुच्चितः,16.1	समुच्चितः,16.1	N2	पुत्रों_को	sons_and_nephews	-	-
12.1	पौत्रान्	10		पौत्र{पुं;2;बहु}	पौत्र{पुं;2;बहु}	समुच्चितः,16.1	समुच्चितः,16.1	N2	पौत्रों_को	grandsons	-	-
13.1	सखीन्	11		सखि{पुं;2;बहु}	सखि{पुं;2;बहु}	समुच्चितः,16.1	समुच्चितः,16.1	N2	मित्रों_को	friends	-	-
14.1	तथा	12		तथा{अव्य}	तथा{अव्य}	सम्बन्धः,13.1	सम्बन्धः,13.1	NA	तथा	too	-	-
15.1	श्वशुरान्	14	श्वशुरान्सुहृदश्चैव	श्वशुर{पुं;2;बहु}	श्वशुर{पुं;2;बहु}	समुच्चितः,16.1	समुच्चितः,16.1	N2	ससुरों_को	fathers-in-law	-	-
16.1	सुहृदः	13		सुहृद्{पुं;1;बहु}/सुहृद्{पुं;2;बहु}/सुहृद्{पुं;5;एक}/सुहृद्{पुं;6;एक}/सुहृद्{स्त्री;1;बहु}/सुहृद्{स्त्री;2;बहु}/सुहृद्{स्त्री;5;एक}/सुहृद्{स्त्री;6;एक}/सुहृद{पुं;1;एक}	सुहृद्{पुं;2;बहु}	कर्म,2.1	कर्म,2.1	N2	सुहृदों_को	well-wishers	-	-
17.1	च	15		च{अव्य}	च{अव्य}	समुच्चय_द्योतकः,16.1	समुच्चय_द्योतकः,16.1	NA	और	even_so	-	-
18.1	एव	17		एव{अव्य}	एव{अव्य}	सम्बन्धः,20.1	सम्बन्धः,20.1	NA	ही	certainly	-	-
19.1	सेनयोः	16	सेनयोरुभयोरपि	सेना{स्त्री;6;द्वि}/सेना{स्त्री;7;द्वि}	सेना{स्त्री;7;द्वि}	अधिकरणम्,3.1	अधिकरणम्,3.1	N7	सेनाओं_में	of_the_armies	-	-
20.1	उभयोः	21		उभ{पुं;6;द्वि}/उभ{पुं;7;द्वि}/उभ{नपुं;6;द्वि}/उभ{नपुं;7;द्वि}/उभ{पुं;6;द्वि}/उभ{पुं;7;द्वि}/उभ{नपुं;6;द्वि}/उभ{नपुं;7;द्वि}/उभा{स्त्री;6;द्वि}/उभा{स्त्री;7;द्वि}/उभा{स्त्री;6;द्वि}/उभा{स्त्री;7;द्वि}	उभा{स्त्री;7;द्वि}	विशेषणम्,19.1	विशेषणम्,19.1	N7	दोनों	of_both_parties	-	-
21.1	अपि	2		अपि{अव्य}	अपि{अव्य}	सम्बन्धः,16.1	सम्बन्धः,16.1	NA	भी	as_well	-	-
