index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha.1	kaaraka_sambandha.1	color	hindi_meaning	english_meaning	samAsa	prayoga
1.1	इदम्	1	इदं	इदम्{नपुं}{1;एक}/इदम्{नपुं}{2;एक}	इदम्{नपुं}{2;एक}	विशेषणम्,2.1	विशेषणम्,2.1	N2	इस	this	-	-
2.1	ज्ञानम्	2	ज्ञानमुपाश्रित्य	ज्ञान{नपुं}{1;एक}/ज्ञान{नपुं}{2;एक}	ज्ञान{नपुं}{2;एक}	कर्म,3.1	कर्म,3.1	N2	ज्ञान_को	knowledge	-	-
3.1	उपाश्रित्य	3	0	उपा_श्रि1{कृत्_प्रत्ययः:ल्यप्;श्रिञ्;भ्वादिः}	उप_आङ्_श्रि1{कृत्_प्रत्ययः:ल्यप्;उप_आङ्_श्रिञ्;भ्वादिः}	पूर्वकालः,10.1	पूर्वकालः,10.1	NA	आश्रय_करके_(अर्थात्_धारण_करके)	taking_shelter_of	-	-
4.1	मम	4	मम	अस्मद्{6;एक}	अस्मद्{6;एक}	षष्ठीसम्बन्धः,5.1	षष्ठीसम्बन्धः,5.1	N6	मेरे	my	-	-
5.1	साधर्म्यम्	5	साधर्म्यमागताः	साधर्म्य{नपुं}{1;एक}/साधर्म्य{नपुं}{2;एक}	साधर्म्य{नपुं}{2;एक}	कर्म,6.1	कर्म,6.1	N2	स्वरूप_को	nature	-	-
6.1	आगताः	6	0	आगत{पुं}{1;बहु}/आगत{पुं}{8;बहु}/आगता{स्त्री}{1;बहु}/आगता{स्त्री}{2;बहु}/आगता{स्त्री}{8;बहु}	आङ्_गम्1{कृत्_प्रत्ययः:क्त;आङ्_गमॢँ;भ्वादिः;पुं}{1;बहु}	कर्ता,13.1	कर्ता,13.1	N1	प्राप्त_हुए	attained	-	-
7.1	सर्गे	8	सर्गेऽपि	सर्ग{पुं}{7;एक}	सर्ग{पुं}{7;एक}	अधिकरणम्,10.1	अधिकरणम्,10.1	N7	सृष्टि_के_आदि_में	in_the_creation	-	-
8.1	अपि	14	0	अपि{अव्य}	अपि{अव्य}	सम्बन्धः,11.1	सम्बन्धः,11.1	NA	भी	even	-	-
9.1	न	9	नोपजायन्ते	न{अव्य}	न{अव्य}	प्रतिषेधः,10.1	प्रतिषेधः,10.1	NA	नहीं	never	-	-
10.1	उपजायन्ते	10	0	उप_जन्3{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;जनीँ;दिवादिः}/उप_जन्3{कर्मणि;लट्;प्र;बहु;आत्मनेपदी;जनीँ;दिवादिः}	उप_जन्3{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;उप_जनीँ;दिवादिः}	अभिहितकर्ता,10.1.1	अभिहितकर्ता,10.1.1	KP	उत्पन्न_होते	comes_in	-	-
10.1.1	(जनाः)	7	(0)	(जन{पुं}{1;बहु}/जन{पुं}{8;बहु})	(जन{पुं}{1;बहु})	कर्ता,10.1	कर्ता,10.1	N1	(पुरुष)	persons	-	-
11.1	प्रलये	13	प्रलये	प्रलय{पुं}{7;एक}	प्रलय{पुं}{7;एक}	अधिकरणम्,13.1	अधिकरणम्,13.1	N7	प्रलयकाल_में	in_the_annihilation	-	-
12.1	न	15	न	न{अव्य}	न{अव्य}	प्रतिषेधः,13.1	प्रतिषेधः,13.1	NA	नहीं	nor	-	-
13.1	व्यथन्ति	16	व्यथन्ति	व्यथन्ति	व्यथ्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;व्यथँ;भ्वादिः}	समुच्चितम्,10.1	समुच्चितम्,10.1	KP	व्याकुल_होते	disturbed	-	-
14.1	च	11	च	च{अव्य}	च{अव्य}	समुच्चयद्योतकः,13.1	समुच्चयद्योतकः,13.1	NA	और	also	-	-
15.1	(जनाः)	12	(0)	(जन{पुं}{1;बहु}/जन{पुं}{8;बहु})	(जन{पुं}{1;बहु})	कर्ता,13.1	कर्ता,13.1	N1	(लोग)	persons	-	-
												
