index	word	poem	sandhied_word	morph_analysis	morph_in_context	kaaraka_sambandha	possible_relations	color_code	hindi_meaning	english_meaning	samAsa	prayoga
1.1	एवम्	3	एवमुक्तो	एवम्{अव्य}	एवम्{अव्य}	क्रियाविशेषणम्,2.1	क्रियाविशेषणम्,2.1	NA	इस_प्रकार	thus	-	-
2.1	उक्तः	4		उक्त{पुं}{1;एक}	वच्1{कृत्_प्रत्ययः:क्त;वचँ;अदादिः;पुं}{1;एक}	विशेषणम्,3.1	विशेषणम्,3.1	N1	कहे_हुए	addressed	-	-
3.1	हृषीकेशः	5	हृषीकेशो	हृषीकेश{पुं}{1;एक}	हृषीकेश{पुं}{1;एक}	कर्ता,15.1	कर्ता,15.1	N1	श्रीकृष्णचन्द्र_ने	Lord_Krsna	-	-
4.1	गुडाकेशेन	2	गुडाकेशेन	गुडाकेश{पुं}{3;एक}	गुडाकेश{पुं}{3;एक}	करणम्,2.1	करणम्,2.1	N3	अर्जुन_द्वारा	by_Arjuna	-	-
5.1	भारत	1	भारत	भारत{नपुं}{8;एक}/भारत{पुं}{8;एक}	भारत{पुं}{8;एक}	सम्बोध्यः,22.1	सम्बोध्यः,22.1	N8	हे_धृतराष्ट्र	O_descendant_of_Bharata	-	-
6.1	सेनयोः	7	सेनयोरुभयोर्मध्ये	सेना{स्त्री}{6;द्वि}/सेना{स्त्री}{7;द्वि}	सेना{स्त्री}{6;द्वि}	षष्ठीसम्बन्धः,8.1	षष्ठीसम्बन्धः,8.1	N6	सेनाओं_के	of_armies	-	-
7.1	उभयोः	6		उभ{पुं}{6;द्वि}/उभ{पुं}{7;द्वि}/उभ{नपुं}{6;द्वि}/उभ{नपुं}{7;द्वि}/उभ{पुं}{6;द्वि}/उभ{पुं}{7;द्वि}/उभ{नपुं}{6;द्वि}/उभ{नपुं}{7;द्वि}/उभा{स्त्री}{6;द्वि}/उभा{स्त्री}{7;द्वि}/उभा{स्त्री}{6;द्वि}/उभा{स्त्री}{7;द्वि}	उभ{पुं}{6;द्वि}	विशेषणम्,6.1	विशेषणम्,6.1	N6	दोनों	of_both	-	-
8.1	मध्ये	8		मध्य{पुं}{7;एक}/मध्य{नपुं}{1;द्वि}/मध्य{नपुं}{2;द्वि}/मध्य{नपुं}{7;एक}/मध्य{नपुं}{8;द्वि}/मध्या{स्त्री}{1;द्वि}/मध्या{स्त्री}{2;द्वि}/मध्या{स्त्री}{8;एक}/मध्या{स्त्री}{8;द्वि}	मध्य{पुं}{7;एक}	अधिकरणम्,9.1	अधिकरणम्,9.1	N7	बीच_में	in_the_midst_of	-	-
9.1	स्थापयित्वा	14	स्थापयित्वा	स्थापयित्वा	स्था1_णिच्{कृत्_प्रत्ययः:क्त्वा;ष्ठा_णिच्;भ्वादिः}	पूर्वकालः,15.1	पूर्वकालः,15.1	NA	खड़ा_करके	by_placing	-	-
10.1	रथ-	13	रथोत्तमम्	रथ	रथ	सप्तमी-तत्पुरुषः,10.2	सप्तमी-तत्पुरुषः,10.2	CP	उत्तम_रथ_को	the_finest_chariot	<रथ-उत्तमम्>T7	-
10.2	उत्तमम्	-	-	उत्तम{पुं}{2;एक}/उत्तम{नपुं}{1;एक}/उत्तम{नपुं}{2;एक}	उत्तम{पुं}{2;एक}	कर्म,9.1	कर्म,9.1	N2				-
11.1	भीष्म-	12	भीष्मद्रोणप्रमुखतः	भीष्म	भीष्म	द्वन्द्वः,11.2	द्वन्द्वः,11.2	CP	भीष्म_और_द्रोणाचार्य_के_सामने	in_front_of_Bhisma_and_Drona	<<भीष्म-द्रोण>Di-प्रमुखतः>T6	-
11.2	द्रोण-	-	-	द्रोण	द्रोण	षष्ठी-तत्पुरुषः,11.3	षष्ठी-तत्पुरुषः,11.3	CP				-
11.3	प्रमुखतः	-	-	प्रमुखत{अव्य}	प्रमुखत{अव्य}	अधिकरणम्,9.1	अधिकरणम्,9.1	NA				-
12.1	सर्वेषाम्	10	सर्वेषां	सर्व{पुं}{6;बहु}/सर्व{नपुं}{6;बहु}	सर्व{पुं}{6;बहु}	विशेषणम्,14.1	विशेषणम्,14.1	N6	सम्पूर्ण	all	-	-
13.1	च	9	च	च{अव्य}	च{अव्य}	सम्बन्धः,15.1	सम्बन्धः,15.1	NA	तथा	also	-	-
14.1	महीक्षिताम्	11	महीक्षिताम्	महीक्षित्{पुं}{6;बहु}	महीक्षित्{पुं}{6;बहु}	उपपदसम्बन्धः,11.3	उपपदसम्बन्धः,11.3	N6	राजाओं_के_सामने	chiefs_of_the_world	-	-
15.1	उवाच	21	उवाच	वच्1{कर्तरि;लिट्;उ;एक;परस्मैपदी;वचँ;अदादिः}/वच्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;वचँ;अदादिः}/ब्रू1{कर्तरि;लिट्;उ;एक;परस्मैपदी;ब्रूञ्;अदादिः}/ब्रू1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;ब्रूञ्;अदादिः}	वच्1{कर्तरि;लिट्;प्र;एक;परस्मैपदी;वचँ;अदादिः}	अभिहित_कर्ता,3.1;सकर्मकः.1	अभिहित_कर्ता,3.1;सकर्मकः.1	KP	कहा	said	-	-
16.1	पार्थ	15	पार्थ	पार्थ{पुं}{8;एक}	पार्थ{पुं}{8;एक}	सम्बोध्यः,17.1	सम्बोध्यः,17.1	N8	हे_पार्थ	O_Partha_(son_of_Prtha)	-	-
17.1	पश्य	19	पश्यैतान्समवेतान्कुरूनिति	दृश्1{कर्तरि;लोट्;म;एक;परस्मैपदी;दृशिँर्;भ्वादिः}	दृश्1{कर्तरि;लोट्;म;एक;परस्मैपदी;दृशिँर्;भ्वादिः}	वाक्यकर्म,15.1	वाक्यकर्म,15.1	KP	देख	behold	-	-
18.1	एतान्	16		एतद्{पुं}{2;बहु}	एतद्{पुं}{2;बहु}	विशेषणम्,20.1	विशेषणम्,20.1	N2	इन	these	-	-
19.1	समवेतान्	17		समवेत{पुं}{2;बहु}	समवेत{पुं}{2;बहु}	विशेषणम्,20.1	विशेषणम्,20.1	N2	जुटे_हुए	assembled	-	-
20.1	कुरून्	18		कुरु{पुं}{2;बहु}	कुरु{पुं}{2;बहु}	कर्म,17.1	कर्म,17.1	N2	कौरवों_को	all_the_members_of_the_Kuru_dynasty	-	-
21.1	इति	20		इति{अव्य}	इति{अव्य}	वाक्यकर्म_द्योतकः,15.1	वाक्यकर्म_द्योतकः,15.1	NA	इस_प्रकार	thus	-	-
21.1.1	(त्वम्)	23		(युष्मद्{1;एक})	(युष्मद्{1;एक})	कर्ता,17.1	कर्ता,17.1	N1	(तुम)	you	-	-
22.1	(शृणु)			श्रु{कर्तरि;लोट्;म;एक;परस्मैपदी;श्रु;भ्वादिः}	श्रु{कर्तरि;लोट्;म;एक;परस्मैपदी;श्रु;भ्वादिः}	अभिहित_कर्ता,21.1.1	अभिहित_कर्ता,21.1.1	KP				
